# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 5685.02 12.6201 21.8586 20.6085
2000 5691.85 12.6251 21.8673 20.6167
3000 5680.26 12.6165 21.8525 20.6027
4000 5687.43 12.6219 21.8617 20.6114
5000 5686.75 12.6213 21.8608 20.6105
6000 5686.82 12.6214 21.8609 20.6107
7000 5690.87 12.6244 21.8661 20.6156
8000 5691.08 12.6246 21.8664 20.6158
9000 5683.76 12.6191 21.857 20.607
10000 5685.73 12.6206 21.8595 20.6093
11000 5679.13 12.6157 21.8511 20.6014
12000 5678.89 12.6155 21.8507 20.601
13000 5681.12 12.6172 21.8536 20.6038
14000 5689.87 12.6236 21.8647 20.6143
15000 5678.44 12.6152 21.8501 20.6005
16000 5674.52 12.6123 21.8451 20.5958
17000 5672.23 12.6106 21.8422 20.593
18000 5673.36 12.6114 21.8436 20.5944
19000 5673.31 12.6114 21.8436 20.5943
20000 5678.25 12.6151 21.8499 20.6003
21000 5665.44 12.6056 21.8335 20.5848
22000 5677.28 12.6143 21.8487 20.5991
23000 5667.62 12.6072 21.8363 20.5875
24000 5668.03 12.6075 21.8368 20.588
25000 5674.34 12.6122 21.8449 20.5956
26000 5670.56 12.6094 21.8401 20.591
27000 5673.65 12.6117 21.844 20.5947
28000 5668.25 12.6076 21.837 20.5881
29000 5668.18 12.6076 21.837 20.5881
30000 5676.23 12.6135 21.8473 20.5978
31000 5667.69 12.6072 21.8364 20.5875
32000 5655.2 12.5979 21.8203 20.5723
33000 5644.42 12.59 21.8065 20.5593
34000 5650.31 12.5943 21.814 20.5664
35000 5650.12 12.5942 21.8138 20.5662
36000 5650.47 12.5944 21.8142 20.5666
37000 5650.05 12.5941 21.8137 20.5661
38000 5650.3 12.5943 21.814 20.5664
39000 5648.03 12.5926 21.8111 20.5637
40000 5650.85 12.5947 21.8147 20.5671
41000 5654.57 12.5975 21.8195 20.5716
42000 5653.54 12.5967 21.8182 20.5704
43000 5662.78 12.6036 21.8301 20.5816
44000 5661.19 12.6023 21.8279 20.5795
45000 5664.08 12.6046 21.8317 20.5832
46000 5663.3 12.604 21.8307 20.5822
47000 5660.19 12.6017 21.8267 20.5785
48000 5664.34 12.6048 21.8321 20.5835
49000 5663.59 12.6042 21.8311 20.5826
50000 5666.43 12.6063 21.8348 20.586
