# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.95764
2000 -3.95748
3000 -3.95765
4000 -3.95771
5000 -3.95798
6000 -3.95856
7000 -3.95872
8000 -3.95887
9000 -3.9587
10000 -3.95871
11000 -3.95872
12000 -3.95864
13000 -3.95879
14000 -3.95874
15000 -3.95872
16000 -3.95893
17000 -3.95879
18000 -3.9588
19000 -3.95888
20000 -3.95885
21000 -3.95904
22000 -3.95959
23000 -3.95955
24000 -3.95953
25000 -3.95985
26000 -3.95986
27000 -3.96017
28000 -3.96016
29000 -3.96014
30000 -3.96
31000 -3.95989
32000 -3.96036
33000 -3.96035
34000 -3.96043
35000 -3.96061
36000 -3.96079
37000 -3.96112
38000 -3.96169
39000 -3.96191
40000 -3.96174
41000 -3.96186
42000 -3.96178
43000 -3.96175
44000 -3.96167
45000 -3.96148
46000 -3.96189
47000 -3.9618
48000 -3.96196
49000 -3.96177
50000 -3.96187
