# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.85615
2000 -3.856
3000 -3.85614
4000 -3.85621
5000 -3.85619
6000 -3.85653
7000 -3.8577
8000 -3.85797
9000 -3.85811
10000 -3.85835
11000 -3.85782
12000 -3.85804
13000 -3.85818
14000 -3.85782
15000 -3.85812
16000 -3.85795
17000 -3.85838
18000 -3.85798
19000 -3.85787
20000 -3.85825
21000 -3.85867
22000 -3.85862
23000 -3.85854
24000 -3.85811
25000 -3.85866
26000 -3.85888
27000 -3.85887
28000 -3.85898
29000 -3.85893
30000 -3.85895
31000 -3.85916
32000 -3.85922
33000 -3.85899
34000 -3.8587
35000 -3.85887
36000 -3.85887
37000 -3.85895
38000 -3.85963
39000 -3.8599
40000 -3.85993
41000 -3.86044
42000 -3.86043
43000 -3.86046
44000 -3.86045
45000 -3.86035
46000 -3.86038
47000 -3.86073
48000 -3.86065
49000 -3.86045
50000 -3.86037
