# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 5688.22 12.6225 21.8627 20.6124
2000 5679.68 12.6161 21.8518 20.602
3000 5684.66 12.6198 21.8581 20.608
4000 5686.77 12.6214 21.8609 20.6106
5000 5684.01 12.6193 21.8573 20.6073
6000 5682.28 12.618 21.8551 20.6052
7000 5683.46 12.6189 21.8566 20.6066
8000 5685.95 12.6208 21.8598 20.6096
9000 5683.03 12.6186 21.8561 20.6061
10000 5682.05 12.6179 21.8548 20.6049
11000 5682.38 12.6181 21.8552 20.6053
12000 5683.1 12.6187 21.8562 20.6062
13000 5685.39 12.6203 21.8591 20.6089
14000 5683.95 12.6193 21.8572 20.6072
15000 5689.91 12.6237 21.8649 20.6144
16000 5684.69 12.6198 21.8582 20.6081
17000 5685.17 12.6202 21.8588 20.6087
18000 5682 12.6178 21.8547 20.6048
19000 5682.5 12.6182 21.8554 20.6055
20000 5683.41 12.6189 21.8565 20.6065
21000 5679.73 12.6162 21.8518 20.6021
22000 5678.66 12.6154 21.8505 20.6008
23000 5677.61 12.6146 21.8491 20.5995
24000 5678.44 12.6152 21.8502 20.6005
25000 5679.35 12.6159 21.8513 20.6016
26000 5679 12.6156 21.8509 20.6012
27000 5678.79 12.6155 21.8506 20.601
28000 5674.98 12.6126 21.8457 20.5963
29000 5675.5 12.613 21.8464 20.5969
30000 5673.93 12.6119 21.8444 20.5951
31000 5678.23 12.615 21.8499 20.6003
32000 5675.92 12.6133 21.847 20.5975
33000 5676.2 12.6136 21.8473 20.5978
34000 5677.35 12.6144 21.8488 20.5992
35000 5676.83 12.614 21.8481 20.5986
36000 5674.54 12.6123 21.8451 20.5958
37000 5676.97 12.6141 21.8483 20.5988
38000 5668.82 12.6081 21.8378 20.5889
39000 5669.23 12.6084 21.8383 20.5894
40000 5647.42 12.5922 21.8103 20.563
41000 5639.18 12.5861 21.7997 20.553
42000 5642.8 12.5888 21.8044 20.5574
43000 5635.46 12.5833 21.7949 20.5484
44000 5637.45 12.5848 21.7975 20.5509
45000 5639.12 12.586 21.7996 20.5529
46000 5640.73 12.5872 21.8017 20.5548
47000 5639.97 12.5866 21.8007 20.5539
48000 5641.38 12.5877 21.8025 20.5556
49000 5639.51 12.5863 21.8001 20.5533
50000 5638.08 12.5852 21.7983 20.5516
