# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.94501
2000 -3.94513
3000 -3.94576
4000 -3.94591
5000 -3.94635
6000 -3.94486
7000 -3.9448
8000 -3.94727
9000 -3.94857
10000 -3.95008
11000 -3.9506
12000 -3.95081
13000 -3.95225
14000 -3.95142
15000 -3.95213
16000 -3.95373
17000 -3.9528
18000 -3.95346
19000 -3.95303
20000 -3.95289
21000 -3.95223
22000 -3.95195
23000 -3.9532
24000 -3.95219
25000 -3.95291
26000 -3.95205
27000 -3.9527
28000 -3.95244
29000 -3.95284
30000 -3.9537
31000 -3.95381
32000 -3.95395
33000 -3.95384
34000 -3.95387
35000 -3.95369
36000 -3.95375
37000 -3.95388
38000 -3.95399
39000 -3.95227
40000 -3.95321
41000 -3.95275
42000 -3.95353
43000 -3.95323
44000 -3.95383
45000 -3.95367
46000 -3.95353
47000 -3.95349
48000 -3.95343
49000 -3.95349
50000 -3.95306
