# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.93421
2000 -3.9345
3000 -3.93561
4000 -3.93568
5000 -3.93417
6000 -3.93473
7000 -3.9357
8000 -3.9363
9000 -3.93454
10000 -3.9367
11000 -3.93581
12000 -3.93616
13000 -3.93663
14000 -3.93675
15000 -3.93691
16000 -3.93739
17000 -3.93678
18000 -3.94057
19000 -3.93927
20000 -3.93923
21000 -3.93871
22000 -3.93958
23000 -3.93946
24000 -3.9392
25000 -3.93977
26000 -3.94024
27000 -3.94041
28000 -3.94051
29000 -3.94116
30000 -3.94193
31000 -3.94171
32000 -3.94101
33000 -3.94235
34000 -3.94286
35000 -3.94258
36000 -3.94181
37000 -3.94292
38000 -3.94315
39000 -3.94496
40000 -3.94384
41000 -3.9456
42000 -3.94526
43000 -3.94577
44000 -3.9463
45000 -3.94585
46000 -3.94629
47000 -3.94568
48000 -3.94831
49000 -3.94794
50000 -3.94598
