# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.93504
2000 -3.93538
3000 -3.93552
4000 -3.93789
5000 -3.93747
6000 -3.93831
7000 -3.93839
8000 -3.94054
9000 -3.9419
10000 -3.94343
11000 -3.94313
12000 -3.94574
13000 -3.94699
14000 -3.94589
15000 -3.94799
16000 -3.94983
17000 -3.95058
18000 -3.94996
19000 -3.94972
20000 -3.94903
21000 -3.95088
22000 -3.95198
23000 -3.95116
24000 -3.95304
25000 -3.95052
26000 -3.9512
27000 -3.9514
28000 -3.95158
29000 -3.9513
30000 -3.9527
31000 -3.95232
32000 -3.95373
33000 -3.95408
34000 -3.95332
35000 -3.95447
36000 -3.95303
37000 -3.95261
38000 -3.9524
39000 -3.95318
40000 -3.95273
41000 -3.95422
42000 -3.95449
43000 -3.9563
44000 -3.9585
45000 -3.95877
46000 -3.95932
47000 -3.9582
48000 -3.95858
49000 -3.95827
50000 -3.95866
