# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.78512
2000 -3.78553
3000 -3.78594
4000 -3.78571
5000 -3.78571
6000 -3.78578
7000 -3.78591
8000 -3.78612
9000 -3.78608
10000 -3.78641
11000 -3.78612
12000 -3.78612
13000 -3.78593
14000 -3.7857
15000 -3.78594
16000 -3.78632
17000 -3.78822
18000 -3.78778
19000 -3.78769
20000 -3.78776
21000 -3.78816
22000 -3.78783
23000 -3.78786
24000 -3.78796
25000 -3.78798
26000 -3.78803
27000 -3.78785
28000 -3.78903
29000 -3.78998
30000 -3.79011
31000 -3.79119
32000 -3.79223
33000 -3.79319
34000 -3.79301
35000 -3.79322
36000 -3.79303
37000 -3.79318
38000 -3.79326
39000 -3.79351
40000 -3.79322
41000 -3.79333
42000 -3.79319
43000 -3.79318
44000 -3.79344
45000 -3.79319
46000 -3.79321
47000 -3.79331
48000 -3.7931
49000 -3.7932
50000 -3.79308
