# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 5840.67 12.7342 22.0562 20.7948
2000 5841.77 12.735 22.0577 20.7962
3000 5849.85 12.7409 22.0678 20.8058
4000 5851.22 12.7419 22.0696 20.8074
5000 5852.87 12.743 22.0716 20.8093
6000 5848.81 12.7401 22.0665 20.8045
7000 5843.86 12.7365 22.0603 20.7987
8000 5843.47 12.7362 22.0598 20.7982
9000 5842.05 12.7352 22.058 20.7965
10000 5836.71 12.7313 22.0513 20.7902
11000 5836.72 12.7313 22.0513 20.7902
12000 5846.76 12.7386 22.0639 20.8021
13000 5848.33 12.7397 22.0659 20.8039
14000 5845.04 12.7374 22.0618 20.8
15000 5842 12.7352 22.058 20.7965
16000 5847.3 12.739 22.0646 20.8027
17000 5843.98 12.7366 22.0605 20.7988
18000 5841.98 12.7352 22.0579 20.7964
19000 5840.99 12.7344 22.0567 20.7953
20000 5847.57 12.7392 22.065 20.803
21000 5833.92 12.7293 22.0478 20.7869
22000 5836.91 12.7315 22.0516 20.7904
23000 5824.97 12.7228 22.0365 20.7762
24000 5821.31 12.7201 22.0319 20.7719
25000 5822.52 12.721 22.0334 20.7733
26000 5833.03 12.7286 22.0466 20.7858
27000 5837.61 12.732 22.0524 20.7912
28000 5832.11 12.728 22.0455 20.7847
29000 5828.73 12.7255 22.0412 20.7807
30000 5831.23 12.7273 22.0443 20.7836
31000 5833.87 12.7293 22.0477 20.7868
32000 5838.08 12.7323 22.053 20.7918
33000 5825.13 12.7229 22.0367 20.7764
34000 5820.9 12.7198 22.0314 20.7714
35000 5828.88 12.7256 22.0415 20.7809
36000 5824.23 12.7222 22.0355 20.7753
37000 5819.5 12.7188 22.0296 20.7697
38000 5825.45 12.7231 22.0371 20.7768
39000 5824.41 12.7224 22.0358 20.7756
40000 5823.09 12.7214 22.0341 20.774
41000 5825.08 12.7228 22.0365 20.7762
42000 5823.64 12.7218 22.0348 20.7747
43000 5816.72 12.7168 22.0261 20.7664
44000 5815.96 12.7162 22.0251 20.7655
45000 5809.56 12.7116 22.0171 20.7579
46000 5820.47 12.7195 22.0308 20.7709
47000 5805.5 12.7086 22.0119 20.753
48000 5802.91 12.7067 22.0086 20.7499
49000 5812.39 12.7136 22.0206 20.7612
50000 5813.2 12.7142 22.0216 20.7622
