# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.84399
2000 -3.84402
3000 -3.84518
4000 -3.84482
5000 -3.84622
6000 -3.84564
7000 -3.84663
8000 -3.84521
9000 -3.84737
10000 -3.84594
11000 -3.84633
12000 -3.8452
13000 -3.84591
14000 -3.84703
15000 -3.84767
16000 -3.84772
17000 -3.849
18000 -3.84847
19000 -3.8484
20000 -3.84849
21000 -3.84951
22000 -3.85003
23000 -3.84933
24000 -3.84897
25000 -3.84868
26000 -3.84839
27000 -3.84777
28000 -3.8489
29000 -3.84982
30000 -3.84937
31000 -3.84998
32000 -3.85081
33000 -3.85169
34000 -3.85131
35000 -3.85167
36000 -3.85264
37000 -3.85271
38000 -3.85276
39000 -3.85349
40000 -3.85266
41000 -3.85228
42000 -3.8524
43000 -3.85245
44000 -3.8533
45000 -3.85525
46000 -3.85583
47000 -3.85717
48000 -3.85735
49000 -3.85747
50000 -3.85682
