# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.86108
2000 -3.86097
3000 -3.86179
4000 -3.86015
5000 -3.85904
6000 -3.86012
7000 -3.86005
8000 -3.86241
9000 -3.86354
10000 -3.86414
11000 -3.86389
12000 -3.86246
13000 -3.8622
14000 -3.86036
15000 -3.86261
16000 -3.86358
17000 -3.86191
18000 -3.86383
19000 -3.86417
20000 -3.86278
21000 -3.86334
22000 -3.86511
23000 -3.86454
24000 -3.86579
25000 -3.8664
26000 -3.86475
27000 -3.86525
28000 -3.86368
29000 -3.86335
30000 -3.86546
31000 -3.86275
32000 -3.86441
33000 -3.8643
34000 -3.86669
35000 -3.86624
36000 -3.86685
37000 -3.86765
38000 -3.86702
39000 -3.86665
40000 -3.86867
41000 -3.86701
42000 -3.86739
43000 -3.86769
44000 -3.86769
45000 -3.86794
46000 -3.86649
47000 -3.86794
48000 -3.8691
49000 -3.86886
50000 -3.87008
