# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.89582
2000 -3.89611
3000 -3.89637
4000 -3.89618
5000 -3.89632
6000 -3.89602
7000 -3.89626
8000 -3.89611
9000 -3.89629
10000 -3.89603
11000 -3.89627
12000 -3.89589
13000 -3.89612
14000 -3.89597
15000 -3.89631
16000 -3.89631
17000 -3.8962
18000 -3.89612
19000 -3.89631
20000 -3.89635
21000 -3.89658
22000 -3.89655
23000 -3.89632
24000 -3.89647
25000 -3.89648
26000 -3.89636
27000 -3.89671
28000 -3.89658
29000 -3.8965
30000 -3.89669
31000 -3.8966
32000 -3.8967
33000 -3.89663
34000 -3.89669
35000 -3.89668
36000 -3.89654
37000 -3.89658
38000 -3.89653
39000 -3.89648
40000 -3.89659
41000 -3.89653
42000 -3.89668
43000 -3.89649
44000 -3.8965
45000 -3.89655
46000 -3.89697
47000 -3.89693
48000 -3.8971
49000 -3.89725
50000 -3.89731
