# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 5848.09 12.7396 22.0656 20.8037
2000 5840.73 12.7343 22.0564 20.795
3000 5851.03 12.7417 22.0693 20.8072
4000 5832.75 12.7285 22.0463 20.7855
5000 5829.28 12.7259 22.042 20.7814
6000 5828.52 12.7254 22.041 20.7804
7000 5834.99 12.7301 22.0492 20.7881
8000 5828.26 12.7252 22.0407 20.7801
9000 5830.86 12.7271 22.0439 20.7832
10000 5832.18 12.728 22.0456 20.7848
11000 5824.37 12.7224 22.0358 20.7755
12000 5824.08 12.7221 22.0354 20.7751
13000 5827.38 12.7245 22.0395 20.7791
14000 5834.19 12.7295 22.0481 20.7872
15000 5817.37 12.7173 22.0269 20.7672
16000 5819.55 12.7188 22.0297 20.7698
17000 5816.37 12.7165 22.0257 20.766
18000 5819.56 12.7188 22.0296 20.7698
19000 5818.23 12.7179 22.028 20.7682
20000 5815.68 12.716 22.0248 20.7652
21000 5814.96 12.7155 22.0239 20.7643
22000 5816.48 12.7166 22.0258 20.7661
23000 5811.03 12.7126 22.0189 20.7596
24000 5816 12.7163 22.0252 20.7656
25000 5807.88 12.7103 22.0149 20.7559
26000 5814.42 12.7151 22.0232 20.7637
27000 5815.57 12.7159 22.0247 20.7651
28000 5819.3 12.7186 22.0293 20.7695
29000 5820.38 12.7194 22.0307 20.7708
30000 5812.47 12.7137 22.0207 20.7613
31000 5814.15 12.7149 22.0228 20.7633
32000 5815.83 12.7161 22.025 20.7654
33000 5814.51 12.7152 22.0233 20.7638
34000 5811.89 12.7132 22.02 20.7606
35000 5806.93 12.7096 22.0138 20.7548
36000 5808.9 12.7111 22.0163 20.7571
37000 5815.97 12.7162 22.0252 20.7655
38000 5814.08 12.7149 22.0228 20.7633
39000 5806.82 12.7096 22.0136 20.7546
40000 5807.62 12.7102 22.0146 20.7556
41000 5812.17 12.7135 22.0204 20.761
42000 5804.36 12.7078 22.0105 20.7517
43000 5816.74 12.7168 22.0261 20.7664
44000 5809.41 12.7114 22.0169 20.7577
45000 5810.04 12.7119 22.0177 20.7584
46000 5809.35 12.7114 22.0168 20.7577
47000 5812.16 12.7135 22.0204 20.761
48000 5809.92 12.7118 22.0175 20.7583
49000 5820.95 12.7199 22.0314 20.7714
50000 5813.03 12.7141 22.0214 20.762
