# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.93377
2000 -3.93431
3000 -3.93428
4000 -3.93466
5000 -3.93556
6000 -3.93591
7000 -3.93688
8000 -3.93582
9000 -3.93691
10000 -3.93658
11000 -3.9373
12000 -3.9397
13000 -3.93853
14000 -3.94028
15000 -3.94098
16000 -3.9425
17000 -3.94262
18000 -3.94295
19000 -3.94278
20000 -3.94299
21000 -3.94336
22000 -3.94223
23000 -3.94397
24000 -3.94274
25000 -3.94524
26000 -3.94467
27000 -3.94399
28000 -3.94303
29000 -3.94304
30000 -3.94417
31000 -3.94437
32000 -3.94375
33000 -3.94386
34000 -3.945
35000 -3.94324
36000 -3.94372
37000 -3.9442
38000 -3.94472
39000 -3.94614
40000 -3.94513
41000 -3.9457
42000 -3.94547
43000 -3.94645
44000 -3.94671
45000 -3.94775
46000 -3.9467
47000 -3.94704
48000 -3.94783
49000 -3.94806
50000 -3.94804
