# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.95462
2000 -3.95575
3000 -3.9558
4000 -3.95872
5000 -3.96053
6000 -3.96038
7000 -3.96063
8000 -3.96155
9000 -3.9623
10000 -3.96188
11000 -3.96353
12000 -3.96356
13000 -3.96358
14000 -3.96328
15000 -3.96462
16000 -3.9657
17000 -3.96652
18000 -3.96621
19000 -3.96674
20000 -3.9682
21000 -3.96783
22000 -3.96891
23000 -3.96956
24000 -3.97036
25000 -3.97121
26000 -3.97176
27000 -3.97163
28000 -3.97285
29000 -3.97307
30000 -3.97433
31000 -3.97439
32000 -3.97448
33000 -3.97475
34000 -3.97485
35000 -3.9757
36000 -3.97641
37000 -3.97642
38000 -3.97689
39000 -3.97854
40000 -3.97781
41000 -3.9777
42000 -3.97712
43000 -3.978
44000 -3.978
45000 -3.9771
46000 -3.97776
47000 -3.97827
48000 -3.97842
49000 -3.97841
50000 -3.97803
