# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.92575
2000 -3.92617
3000 -3.92629
4000 -3.92624
5000 -3.92689
6000 -3.92884
7000 -3.92958
8000 -3.92984
9000 -3.93025
10000 -3.93081
11000 -3.9309
12000 -3.93089
13000 -3.93076
14000 -3.93093
15000 -3.93134
16000 -3.93148
17000 -3.93139
18000 -3.9316
19000 -3.93182
20000 -3.932
21000 -3.93213
22000 -3.93267
23000 -3.93313
24000 -3.93332
25000 -3.93327
26000 -3.93322
27000 -3.93322
28000 -3.93341
29000 -3.93355
30000 -3.93403
31000 -3.93402
32000 -3.93422
33000 -3.93434
34000 -3.93443
35000 -3.9346
36000 -3.93453
37000 -3.93466
38000 -3.93455
39000 -3.93452
40000 -3.93472
41000 -3.93499
42000 -3.93523
43000 -3.93508
44000 -3.93504
45000 -3.93514
46000 -3.93525
47000 -3.93547
48000 -3.93515
49000 -3.93571
50000 -3.93663
