# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 4966.9 12.0646 20.8965 19.7014
2000 4964.59 12.0627 20.8933 19.6984
3000 4960.58 12.0595 20.8876 19.6931
4000 4961.18 12.06 20.8885 19.6939
5000 4961 12.0598 20.8882 19.6936
6000 4960.9 12.0598 20.8881 19.6935
7000 4961.35 12.0601 20.8887 19.6941
8000 4960.16 12.0592 20.8871 19.6925
9000 4962.19 12.0608 20.8899 19.6952
10000 4960.09 12.0591 20.887 19.6924
11000 4962.26 12.0609 20.89 19.6953
12000 4960.83 12.0597 20.888 19.6934
13000 4961.04 12.0599 20.8883 19.6937
14000 4961.2 12.06 20.8885 19.6939
15000 4961.27 12.0601 20.8886 19.694
16000 4957.11 12.0567 20.8828 19.6885
17000 4955.54 12.0554 20.8806 19.6864
18000 4956.14 12.0559 20.8814 19.6872
19000 4957.77 12.0572 20.8837 19.6893
20000 4958.5 12.0578 20.8847 19.6903
21000 4958.88 12.0581 20.8853 19.6908
22000 4958.96 12.0582 20.8854 19.6909
23000 4957.78 12.0572 20.8837 19.6894
24000 4959.94 12.059 20.8868 19.6922
25000 4960.23 12.0592 20.8872 19.6926
26000 4960.06 12.0591 20.8869 19.6924
27000 4957.11 12.0567 20.8828 19.6885
28000 4959.39 12.0585 20.886 19.6915
29000 4958.66 12.0579 20.885 19.6905
30000 4959.25 12.0584 20.8858 19.6913
31000 4960.71 12.0596 20.8878 19.6932
32000 4957.78 12.0572 20.8837 19.6894
33000 4958.34 12.0577 20.8845 19.6901
34000 4958.55 12.0578 20.8848 19.6904
35000 4958.26 12.0576 20.8844 19.69
36000 4958.26 12.0576 20.8844 19.69
37000 4959.51 12.0586 20.8862 19.6917
38000 4959.69 12.0588 20.8864 19.6919
39000 4956.93 12.0565 20.8825 19.6882
40000 4959.71 12.0588 20.8864 19.6919
41000 4958.21 12.0576 20.8843 19.6899
42000 4958.55 12.0578 20.8848 19.6904
43000 4960.05 12.0591 20.8869 19.6924
44000 4959.64 12.0587 20.8863 19.6918
45000 4959.78 12.0588 20.8865 19.692
46000 4960.82 12.0597 20.888 19.6934
47000 4959.72 12.0588 20.8865 19.6919
48000 4959.54 12.0586 20.8862 19.6917
49000 4961.79 12.0605 20.8893 19.6947
50000 4959.13 12.0583 20.8856 19.6911
