# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.83322
2000 -3.83315
3000 -3.83371
4000 -3.83415
5000 -3.83431
6000 -3.83475
7000 -3.83447
8000 -3.83436
9000 -3.83414
10000 -3.83458
11000 -3.83473
12000 -3.83461
13000 -3.83465
14000 -3.83451
15000 -3.83461
16000 -3.83471
17000 -3.83449
18000 -3.83459
19000 -3.83484
20000 -3.83502
21000 -3.83493
22000 -3.83515
23000 -3.83487
24000 -3.83466
25000 -3.83473
26000 -3.83485
27000 -3.83511
28000 -3.83485
29000 -3.83488
30000 -3.83496
31000 -3.83495
32000 -3.83511
33000 -3.83507
34000 -3.83479
35000 -3.83463
36000 -3.83484
37000 -3.83495
38000 -3.83499
39000 -3.83482
40000 -3.83506
41000 -3.83482
42000 -3.83505
43000 -3.83479
44000 -3.83476
45000 -3.83472
46000 -3.8348
47000 -3.83511
48000 -3.83484
49000 -3.83486
50000 -3.8348
