# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.86771
2000 -3.86771
3000 -3.86661
4000 -3.86803
5000 -3.8678
6000 -3.86783
7000 -3.86802
8000 -3.86845
9000 -3.86843
10000 -3.86643
11000 -3.86642
12000 -3.87003
13000 -3.86872
14000 -3.86816
15000 -3.86886
16000 -3.86722
17000 -3.86851
18000 -3.86665
19000 -3.86914
20000 -3.86854
21000 -3.86788
22000 -3.86815
23000 -3.86938
24000 -3.86715
25000 -3.86717
26000 -3.86927
27000 -3.86917
28000 -3.86795
29000 -3.8674
30000 -3.86604
31000 -3.86786
32000 -3.86827
33000 -3.86968
34000 -3.86979
35000 -3.86879
36000 -3.86815
37000 -3.86926
38000 -3.86755
39000 -3.86561
40000 -3.86608
41000 -3.86714
42000 -3.86655
43000 -3.86512
44000 -3.8683
45000 -3.86775
46000 -3.86767
47000 -3.86838
48000 -3.8679
49000 -3.86919
50000 -3.87073
