# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.86365
2000 -3.8653
3000 -3.86477
4000 -3.86528
5000 -3.86555
6000 -3.8647
7000 -3.86778
8000 -3.8689
9000 -3.86847
10000 -3.86912
11000 -3.8701
12000 -3.87095
13000 -3.87067
14000 -3.87227
15000 -3.87407
16000 -3.87483
17000 -3.87415
18000 -3.87429
19000 -3.87468
20000 -3.87521
21000 -3.87394
22000 -3.87459
23000 -3.87426
24000 -3.87588
25000 -3.87588
26000 -3.87675
27000 -3.87739
28000 -3.87768
29000 -3.87763
30000 -3.87852
31000 -3.87861
32000 -3.8784
33000 -3.87809
34000 -3.87964
35000 -3.87802
36000 -3.87795
37000 -3.87747
38000 -3.87802
39000 -3.87759
40000 -3.87865
41000 -3.87735
42000 -3.87833
43000 -3.87826
44000 -3.87857
45000 -3.88012
46000 -3.87986
47000 -3.87883
48000 -3.87953
49000 -3.88008
50000 -3.88163
