# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 8616.91 20.5014 20.5014 20.5014
2000 8614.89 20.4998 20.4998 20.4998
3000 8609.83 20.4958 20.4958 20.4958
4000 8588.1 20.4785 20.4785 20.4785
5000 8579.07 20.4713 20.4713 20.4713
6000 8572.51 20.4661 20.4661 20.4661
7000 8569.03 20.4634 20.4634 20.4634
8000 8563.36 20.4589 20.4589 20.4589
9000 8564.16 20.4595 20.4595 20.4595
10000 8572.62 20.4662 20.4662 20.4662
11000 8567.03 20.4618 20.4618 20.4618
12000 8561.62 20.4575 20.4575 20.4575
13000 8559.87 20.4561 20.4561 20.4561
14000 8553.98 20.4514 20.4514 20.4514
15000 8544.68 20.444 20.444 20.444
16000 8539.95 20.4402 20.4402 20.4402
17000 8537.3 20.4381 20.4381 20.4381
18000 8537.36 20.4381 20.4381 20.4381
19000 8539.94 20.4402 20.4402 20.4402
20000 8537.28 20.4381 20.4381 20.4381
21000 8534.48 20.4358 20.4358 20.4358
22000 8534.93 20.4362 20.4362 20.4362
23000 8540.7 20.4408 20.4408 20.4408
24000 8544.21 20.4436 20.4436 20.4436
25000 8541.29 20.4413 20.4413 20.4413
26000 8544.2 20.4436 20.4436 20.4436
27000 8551.85 20.4497 20.4497 20.4497
28000 8550.38 20.4485 20.4485 20.4485
29000 8549.73 20.448 20.448 20.448
30000 8549.68 20.4479 20.4479 20.4479
31000 8548.41 20.4469 20.4469 20.4469
32000 8548.85 20.4473 20.4473 20.4473
33000 8552.33 20.4501 20.4501 20.4501
34000 8555.75 20.4528 20.4528 20.4528
35000 8543.54 20.443 20.443 20.443
36000 8542.44 20.4422 20.4422 20.4422
37000 8541.7 20.4416 20.4416 20.4416
38000 8543.43 20.443 20.443 20.443
39000 8538.3 20.4389 20.4389 20.4389
40000 8549.02 20.4474 20.4474 20.4474
41000 8547.14 20.4459 20.4459 20.4459
42000 8552.09 20.4499 20.4499 20.4499
43000 8544.61 20.4439 20.4439 20.4439
44000 8548.85 20.4473 20.4473 20.4473
45000 8546.56 20.4455 20.4455 20.4455
46000 8546.49 20.4454 20.4454 20.4454
47000 8543.98 20.4434 20.4434 20.4434
48000 8541.33 20.4413 20.4413 20.4413
49000 8544.19 20.4436 20.4436 20.4436
50000 8543.74 20.4432 20.4432 20.4432
