# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.8306
2000 -3.83061
3000 -3.83043
4000 -3.83088
5000 -3.83134
6000 -3.83156
7000 -3.83145
8000 -3.83121
9000 -3.83157
10000 -3.83154
11000 -3.83165
12000 -3.83264
13000 -3.83328
14000 -3.83329
15000 -3.83344
16000 -3.83363
17000 -3.83354
18000 -3.83333
19000 -3.8333
20000 -3.83371
21000 -3.83355
22000 -3.83363
23000 -3.83349
24000 -3.83368
25000 -3.83398
26000 -3.83392
27000 -3.8346
28000 -3.83504
29000 -3.83551
30000 -3.83852
31000 -3.83964
32000 -3.84027
33000 -3.84124
34000 -3.84128
35000 -3.84137
36000 -3.84143
37000 -3.84141
38000 -3.84161
39000 -3.84167
40000 -3.84176
41000 -3.84173
42000 -3.84172
43000 -3.84204
44000 -3.84239
45000 -3.84459
46000 -3.84485
47000 -3.84478
48000 -3.84493
49000 -3.84459
50000 -3.84487
