# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.95916
2000 -3.95906
3000 -3.95919
4000 -3.95957
5000 -3.95956
6000 -3.95896
7000 -3.95952
8000 -3.95874
9000 -3.95894
10000 -3.95897
11000 -3.95914
12000 -3.95952
13000 -3.95957
14000 -3.95971
15000 -3.96
16000 -3.96016
17000 -3.95981
18000 -3.95997
19000 -3.95943
20000 -3.95998
21000 -3.95983
22000 -3.95937
23000 -3.95892
24000 -3.95966
25000 -3.95909
26000 -3.95906
27000 -3.95956
28000 -3.95915
29000 -3.95976
30000 -3.95937
31000 -3.96021
32000 -3.95995
33000 -3.95881
34000 -3.95902
35000 -3.95955
36000 -3.95939
37000 -3.95884
38000 -3.95849
39000 -3.95927
40000 -3.95952
41000 -3.95965
42000 -3.95906
43000 -3.95895
44000 -3.95959
45000 -3.9588
46000 -3.95933
47000 -3.96011
48000 -3.95926
49000 -3.95967
50000 -3.95895
