# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.89431
2000 -3.89492
3000 -3.89517
4000 -3.89634
5000 -3.89661
6000 -3.89765
7000 -3.89891
8000 -3.90124
9000 -3.90176
10000 -3.90167
11000 -3.90102
12000 -3.90032
13000 -3.90085
14000 -3.90172
15000 -3.90224
16000 -3.90239
17000 -3.90284
18000 -3.9024
19000 -3.90306
20000 -3.90239
21000 -3.90292
22000 -3.90211
23000 -3.90177
24000 -3.90253
25000 -3.90252
26000 -3.90301
27000 -3.90325
28000 -3.90506
29000 -3.90433
30000 -3.90432
31000 -3.90593
32000 -3.9066
33000 -3.9063
34000 -3.90638
35000 -3.90726
36000 -3.90822
37000 -3.91028
38000 -3.9098
39000 -3.91025
40000 -3.9114
41000 -3.91113
42000 -3.91086
43000 -3.91065
44000 -3.9106
45000 -3.91136
46000 -3.91016
47000 -3.91159
48000 -3.91248
49000 -3.91165
50000 -3.91247
