# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 6099.68 12.9197 22.3776 21.0978
2000 6097.71 12.9183 22.3752 21.0956
3000 6103.86 12.9227 22.3828 21.1027
4000 6103.73 12.9226 22.3826 21.1025
5000 6099.65 12.9197 22.3776 21.0978
6000 6103.1 12.9222 22.3818 21.1018
7000 6104.18 12.9229 22.3831 21.103
8000 6107.27 12.9251 22.3869 21.1066
9000 6115.73 12.931 22.3972 21.1163
10000 6111 12.9277 22.3915 21.1109
11000 6104.4 12.923 22.3834 21.1032
12000 6106.96 12.9249 22.3865 21.1062
13000 6106.14 12.9243 22.3855 21.1053
14000 6103.54 12.9225 22.3824 21.1023
15000 6103.59 12.9225 22.3824 21.1023
16000 6109.08 12.9263 22.3891 21.1086
17000 6103.01 12.9221 22.3817 21.1017
18000 6097.98 12.9185 22.3756 21.0959
19000 6108.55 12.926 22.3884 21.108
20000 6106.95 12.9249 22.3865 21.1062
21000 6103.02 12.9221 22.3817 21.1017
22000 6097.3 12.918 22.3747 21.0951
23000 6098.63 12.919 22.3764 21.0966
24000 6084.86 12.9093 22.3595 21.0807
25000 6088.15 12.9116 22.3635 21.0845
26000 6086.58 12.9105 22.3616 21.0827
27000 6083.09 12.908 22.3573 21.0787
28000 6076.25 12.9032 22.3489 21.0708
29000 6073.02 12.9009 22.345 21.0671
30000 6076.77 12.9035 22.3496 21.0714
31000 6081.59 12.9069 22.3555 21.0769
32000 6079.27 12.9053 22.3526 21.0743
33000 6076.53 12.9034 22.3493 21.0711
34000 6084.12 12.9087 22.3586 21.0799
35000 6081.34 12.9068 22.3552 21.0767
36000 6079.22 12.9053 22.3526 21.0742
37000 6080.49 12.9062 22.3541 21.0757
38000 6073.54 12.9013 22.3456 21.0677
39000 6075.27 12.9025 22.3477 21.0697
40000 6076.77 12.9035 22.3496 21.0714
41000 6064.71 12.895 22.3348 21.0574
42000 6064.54 12.8949 22.3346 21.0572
43000 6063.59 12.8942 22.3334 21.0562
44000 6067.56 12.897 22.3383 21.0608
45000 6064.16 12.8946 22.3341 21.0568
46000 6065.15 12.8953 22.3353 21.0579
47000 6071.36 12.8997 22.343 21.0651
48000 6068.46 12.8976 22.3394 21.0617
49000 6068.91 12.898 22.3399 21.0623
50000 6067.69 12.8971 22.3384 21.0609
