# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 6250.3 13.0252 22.5603 21.2701
2000 6252.03 13.0264 22.5624 21.2721
3000 6250.13 13.0251 22.5601 21.2699
4000 6246.53 13.0226 22.5558 21.2658
5000 6246.6 13.0226 22.5559 21.2659
6000 6249.89 13.0249 22.5599 21.2696
7000 6242.75 13.02 22.5513 21.2615
8000 6242.9 13.0201 22.5514 21.2617
9000 6246.93 13.0229 22.5563 21.2663
10000 6245.69 13.022 22.5548 21.2649
11000 6245.46 13.0219 22.5545 21.2646
12000 6246.42 13.0225 22.5557 21.2657
13000 6245.04 13.0216 22.554 21.2641
14000 6249.06 13.0243 22.5588 21.2687
15000 6247.84 13.0235 22.5574 21.2673
16000 6247.43 13.0232 22.5569 21.2668
17000 6245.42 13.0218 22.5545 21.2646
18000 6245.63 13.022 22.5547 21.2648
19000 6247.64 13.0234 22.5571 21.2671
20000 6246.74 13.0227 22.5561 21.2661
21000 6243.94 13.0208 22.5527 21.2629
22000 6243.94 13.0208 22.5527 21.2629
23000 6248.19 13.0238 22.5578 21.2677
24000 6249.06 13.0244 22.5589 21.2687
25000 6248.86 13.0242 22.5586 21.2685
26000 6248.59 13.024 22.5583 21.2682
27000 6248.82 13.0242 22.5586 21.2684
28000 6248.24 13.0238 22.5579 21.2678
29000 6246.73 13.0227 22.556 21.266
30000 6247.96 13.0236 22.5575 21.2674
31000 6247.26 13.0231 22.5567 21.2666
32000 6247.15 13.023 22.5565 21.2665
33000 6247.35 13.0232 22.5568 21.2668
34000 6247.09 13.023 22.5565 21.2664
35000 6246.56 13.0226 22.5559 21.2659
36000 6246.52 13.0226 22.5558 21.2658
37000 6247.15 13.023 22.5566 21.2665
38000 6245.84 13.0221 22.555 21.265
39000 6247.63 13.0234 22.5571 21.2671
40000 6247.84 13.0235 22.5574 21.2673
41000 6246.25 13.0224 22.5555 21.2655
42000 6245.62 13.022 22.5547 21.2648
43000 6246.4 13.0225 22.5557 21.2657
44000 6246.44 13.0225 22.5557 21.2657
45000 6246.76 13.0228 22.5561 21.2661
46000 6248.47 13.024 22.5582 21.268
47000 6248.94 13.0243 22.5587 21.2686
48000 6247.33 13.0232 22.5568 21.2667
49000 6247.6 13.0233 22.5571 21.267
50000 6247.33 13.0232 22.5568 21.2667
