# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.94803
2000 -3.95173
3000 -3.95012
4000 -3.95316
5000 -3.95281
6000 -3.95255
7000 -3.95421
8000 -3.95569
9000 -3.95534
10000 -3.95487
11000 -3.95579
12000 -3.95829
13000 -3.96258
14000 -3.965
15000 -3.96523
16000 -3.9672
17000 -3.9653
18000 -3.96615
19000 -3.96309
20000 -3.9657
21000 -3.96767
22000 -3.96945
23000 -3.97087
24000 -3.96949
25000 -3.97111
26000 -3.96999
27000 -3.97052
28000 -3.97079
29000 -3.97271
30000 -3.9719
31000 -3.97384
32000 -3.97312
33000 -3.97094
34000 -3.97183
35000 -3.96919
36000 -3.97049
37000 -3.97098
38000 -3.96855
39000 -3.97062
40000 -3.97334
41000 -3.97192
42000 -3.97182
43000 -3.97336
44000 -3.97516
45000 -3.97589
46000 -3.97668
47000 -3.97336
48000 -3.97526
49000 -3.97616
50000 -3.97515
