# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.80703
2000 -3.80705
3000 -3.80721
4000 -3.80724
5000 -3.80721
6000 -3.80711
7000 -3.80745
8000 -3.80763
9000 -3.80741
10000 -3.80759
11000 -3.80751
12000 -3.8075
13000 -3.80746
14000 -3.80741
15000 -3.80698
16000 -3.80722
17000 -3.8071
18000 -3.80724
19000 -3.80717
20000 -3.8072
21000 -3.80765
22000 -3.80721
23000 -3.80716
24000 -3.80729
25000 -3.80704
26000 -3.80757
27000 -3.80723
28000 -3.80744
29000 -3.80754
30000 -3.80735
31000 -3.80729
32000 -3.80713
33000 -3.80755
34000 -3.8074
35000 -3.80727
36000 -3.80723
37000 -3.80723
38000 -3.80723
39000 -3.80732
40000 -3.80755
41000 -3.8074
42000 -3.80718
43000 -3.80733
44000 -3.80738
45000 -3.80764
46000 -3.80717
47000 -3.80726
48000 -3.80714
49000 -3.80731
50000 -3.80728
