# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.87225
2000 -3.87285
3000 -3.8733
4000 -3.88068
5000 -3.88246
6000 -3.88321
7000 -3.88351
8000 -3.88358
9000 -3.88357
10000 -3.8841
11000 -3.88421
12000 -3.88419
13000 -3.8845
14000 -3.88443
15000 -3.88448
16000 -3.88476
17000 -3.88591
18000 -3.88644
19000 -3.88636
20000 -3.88615
21000 -3.8862
22000 -3.88616
23000 -3.88621
24000 -3.88592
25000 -3.8861
26000 -3.88603
27000 -3.88631
28000 -3.88619
29000 -3.8863
30000 -3.88623
31000 -3.88584
32000 -3.88632
33000 -3.88639
34000 -3.88636
35000 -3.88611
36000 -3.88613
37000 -3.88639
38000 -3.8867
39000 -3.88637
40000 -3.8864
41000 -3.88636
42000 -3.88632
43000 -3.88613
44000 -3.88624
45000 -3.88617
46000 -3.88656
47000 -3.88636
48000 -3.88684
49000 -3.88657
50000 -3.88699
