# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 10786.8 22.0952 22.0952 22.0952
2000 10788.6 22.0964 22.0964 22.0964
3000 10779.4 22.0901 22.0901 22.0901
4000 10779.6 22.0902 22.0902 22.0902
5000 10777.6 22.0889 22.0889 22.0889
6000 10779.7 22.0903 22.0903 22.0903
7000 10782.8 22.0924 22.0924 22.0924
8000 10782.3 22.0921 22.0921 22.0921
9000 10782 22.0919 22.0919 22.0919
10000 10780.7 22.091 22.091 22.091
11000 10778.7 22.0897 22.0897 22.0897
12000 10778.2 22.0893 22.0893 22.0893
13000 10779.6 22.0902 22.0902 22.0902
14000 10781.8 22.0918 22.0918 22.0918
15000 10779.7 22.0903 22.0903 22.0903
16000 10779.5 22.0902 22.0902 22.0902
17000 10782.7 22.0924 22.0924 22.0924
18000 10791 22.098 22.098 22.098
19000 10787.2 22.0955 22.0955 22.0955
20000 10788.1 22.0961 22.0961 22.0961
21000 10782.2 22.092 22.092 22.092
22000 10785.3 22.0942 22.0942 22.0942
23000 10787.2 22.0955 22.0955 22.0955
24000 10788.8 22.0966 22.0966 22.0966
25000 10783.3 22.0928 22.0928 22.0928
26000 10787.2 22.0955 22.0955 22.0955
27000 10785 22.094 22.094 22.094
28000 10784.7 22.0938 22.0938 22.0938
29000 10784.5 22.0936 22.0936 22.0936
30000 10783.9 22.0932 22.0932 22.0932
31000 10788.4 22.0963 22.0963 22.0963
32000 10791.5 22.0984 22.0984 22.0984
33000 10789.4 22.097 22.097 22.097
34000 10784 22.0933 22.0933 22.0933
35000 10783.9 22.0932 22.0932 22.0932
36000 10786.1 22.0947 22.0947 22.0947
37000 10787.2 22.0954 22.0954 22.0954
38000 10785.8 22.0945 22.0945 22.0945
39000 10785.7 22.0944 22.0944 22.0944
40000 10786.9 22.0953 22.0953 22.0953
41000 10787.1 22.0954 22.0954 22.0954
42000 10789.2 22.0968 22.0968 22.0968
43000 10788.2 22.0962 22.0962 22.0962
44000 10787.5 22.0957 22.0957 22.0957
45000 10785.5 22.0943 22.0943 22.0943
46000 10787 22.0953 22.0953 22.0953
47000 10785.4 22.0942 22.0942 22.0942
48000 10786.2 22.0948 22.0948 22.0948
49000 10784.3 22.0934 22.0934 22.0934
50000 10786 22.0946 22.0946 22.0946
