# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.97681
2000 -3.97648
3000 -3.97663
4000 -3.97612
5000 -3.97676
6000 -3.9771
7000 -3.97695
8000 -3.97681
9000 -3.97504
10000 -3.9767
11000 -3.97854
12000 -3.97727
13000 -3.97593
14000 -3.97788
15000 -3.97787
16000 -3.97881
17000 -3.97875
18000 -3.9777
19000 -3.97676
20000 -3.97809
21000 -3.97793
22000 -3.97706
23000 -3.97791
24000 -3.97801
25000 -3.97762
26000 -3.97899
27000 -3.97988
28000 -3.97887
29000 -3.97784
30000 -3.97775
31000 -3.97808
32000 -3.97863
33000 -3.97882
34000 -3.9778
35000 -3.97872
36000 -3.97826
37000 -3.97741
38000 -3.97727
39000 -3.97742
40000 -3.97898
41000 -3.97807
42000 -3.97819
43000 -3.97646
44000 -3.97739
45000 -3.97777
46000 -3.97955
47000 -3.97778
48000 -3.97822
49000 -3.97817
50000 -3.97683
