# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.99753
2000 -3.99768
3000 -3.99903
4000 -3.9991
5000 -3.99967
6000 -3.99922
7000 -3.99918
8000 -3.99918
9000 -3.99965
10000 -3.99933
11000 -3.99929
12000 -3.99916
13000 -3.99929
14000 -3.99951
15000 -3.99971
16000 -3.99929
17000 -3.99926
18000 -3.999
19000 -3.99919
20000 -3.99945
21000 -3.99955
22000 -3.99989
23000 -3.99969
24000 -3.99981
25000 -3.99963
26000 -3.99988
27000 -3.99972
28000 -3.99981
29000 -3.99984
30000 -3.99971
31000 -3.99965
32000 -3.99945
33000 -3.99964
34000 -3.99977
35000 -3.99955
36000 -3.99936
37000 -3.9997
38000 -3.99941
39000 -3.99973
40000 -3.99952
41000 -3.99965
42000 -3.99961
43000 -3.99983
44000 -3.99996
45000 -3.99969
46000 -3.99958
47000 -3.99971
48000 -3.99955
49000 -3.99975
50000 -3.99953
