# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.96026
2000 -3.96118
3000 -3.96116
4000 -3.96107
5000 -3.96023
6000 -3.96016
7000 -3.95972
8000 -3.96212
9000 -3.96128
10000 -3.9613
11000 -3.96186
12000 -3.96174
13000 -3.96254
14000 -3.96091
15000 -3.96145
16000 -3.96003
17000 -3.95886
18000 -3.96041
19000 -3.96019
20000 -3.95986
21000 -3.96035
22000 -3.9596
23000 -3.96
24000 -3.9595
25000 -3.95989
26000 -3.95993
27000 -3.96041
28000 -3.96056
29000 -3.96029
30000 -3.96079
31000 -3.95977
32000 -3.96049
33000 -3.96091
34000 -3.96217
35000 -3.95976
36000 -3.9606
37000 -3.96
38000 -3.96123
39000 -3.96073
40000 -3.96114
41000 -3.96048
42000 -3.96089
43000 -3.96106
44000 -3.9602
45000 -3.9605
46000 -3.95894
47000 -3.95908
48000 -3.95888
49000 -3.96076
50000 -3.96129
