# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 6158.55 12.9612 22.4494 21.1655
2000 6148.22 12.9539 22.4369 21.1537
3000 6146.99 12.9531 22.4354 21.1523
4000 6144.83 12.9515 22.4327 21.1498
5000 6147.6 12.9535 22.4361 21.153
6000 6146.29 12.9526 22.4345 21.1515
7000 6151.34 12.9561 22.4407 21.1572
8000 6154.16 12.9581 22.4441 21.1605
9000 6153.34 12.9575 22.4431 21.1595
10000 6153.29 12.9575 22.443 21.1595
11000 6146.66 12.9528 22.435 21.1519
12000 6147.76 12.9536 22.4363 21.1531
13000 6147.81 12.9536 22.4363 21.1532
14000 6149.14 12.9546 22.438 21.1547
15000 6150.89 12.9558 22.4401 21.1567
16000 6149.84 12.9551 22.4388 21.1555
17000 6150.22 12.9553 22.4393 21.156
18000 6149.16 12.9546 22.438 21.1547
19000 6148.84 12.9544 22.4376 21.1544
20000 6149.68 12.9549 22.4386 21.1553
21000 6146.59 12.9528 22.4349 21.1518
22000 6144.97 12.9516 22.4329 21.1499
23000 6144.33 12.9512 22.4321 21.1492
24000 6144.2 12.9511 22.432 21.1491
25000 6144.41 12.9512 22.4322 21.1493
26000 6143.09 12.9503 22.4306 21.1478
27000 6147.39 12.9533 22.4358 21.1527
28000 6144.18 12.9511 22.4319 21.149
29000 6143.4 12.9505 22.431 21.1481
30000 6144.04 12.951 22.4318 21.1489
31000 6145.06 12.9517 22.433 21.15
32000 6145.57 12.9521 22.4336 21.1506
33000 6145.77 12.9522 22.4339 21.1509
34000 6146.39 12.9526 22.4346 21.1516
35000 6143.03 12.9503 22.4305 21.1477
36000 6140.74 12.9487 22.4278 21.1451
37000 6138.23 12.9469 22.4247 21.1422
38000 6139.47 12.9478 22.4262 21.1436
39000 6138.31 12.947 22.4248 21.1423
40000 6138.59 12.9472 22.4251 21.1426
41000 6140.15 12.9482 22.427 21.1444
42000 6137.42 12.9463 22.4237 21.1413
43000 6139.44 12.9478 22.4262 21.1436
44000 6139.02 12.9475 22.4257 21.1431
45000 6139.2 12.9476 22.4259 21.1433
46000 6138.62 12.9472 22.4252 21.1427
47000 6138.42 12.947 22.4249 21.1424
48000 6139.31 12.9477 22.426 21.1434
49000 6138.91 12.9474 22.4255 21.143
50000 6139.94 12.9481 22.4268 21.1442
