# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.02911
2000 -4.03041
3000 -4.02999
4000 -4.03056
5000 -4.0291
6000 -4.03175
7000 -4.03605
8000 -4.03415
9000 -4.03717
10000 -4.03645
11000 -4.03647
12000 -4.0372
13000 -4.03874
14000 -4.03712
15000 -4.03659
16000 -4.03714
17000 -4.0373
18000 -4.0378
19000 -4.03492
20000 -4.03705
21000 -4.03689
22000 -4.0367
23000 -4.03613
24000 -4.03852
25000 -4.03935
26000 -4.03865
27000 -4.04034
28000 -4.04058
29000 -4.04061
30000 -4.03688
31000 -4.03954
32000 -4.04073
33000 -4.04041
34000 -4.04307
35000 -4.04166
36000 -4.04149
37000 -4.04358
38000 -4.04531
39000 -4.04489
40000 -4.04436
41000 -4.04415
42000 -4.04271
43000 -4.04137
44000 -4.04373
45000 -4.04229
46000 -4.04392
47000 -4.04355
48000 -4.04249
49000 -4.04336
50000 -4.04292
