# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 6106.4 12.9245 22.3858 21.1056
2000 6108.44 12.9259 22.3883 21.1079
3000 6095.27 12.9166 22.3722 21.0927
4000 6099.87 12.9199 22.3779 21.0981
5000 6087.9 12.9114 22.3632 21.0842
6000 6069.52 12.8984 22.3407 21.063
7000 6065.45 12.8955 22.3357 21.0583
8000 6063.85 12.8944 22.3337 21.0564
9000 6062.8 12.8936 22.3324 21.0552
10000 6068.57 12.8977 22.3395 21.0619
11000 6074.49 12.9019 22.3468 21.0687
12000 6073.25 12.901 22.3453 21.0673
13000 6068.18 12.8975 22.3391 21.0615
14000 6066.41 12.8962 22.3369 21.0594
15000 6067.94 12.8973 22.3388 21.0612
16000 6068.74 12.8978 22.3397 21.0621
17000 6066.73 12.8964 22.3373 21.0598
18000 6062.74 12.8936 22.3324 21.0551
19000 6066.95 12.8966 22.3375 21.06
20000 6065.81 12.8958 22.3362 21.0587
21000 6063.73 12.8943 22.3336 21.0563
22000 6067.99 12.8973 22.3388 21.0612
23000 6063.08 12.8938 22.3328 21.0556
24000 6065.6 12.8956 22.3359 21.0585
25000 6071.38 12.8997 22.343 21.0652
26000 6069.06 12.8981 22.3401 21.0625
27000 6067.98 12.8973 22.3388 21.0612
28000 6066.34 12.8962 22.3368 21.0593
29000 6060.21 12.8918 22.3293 21.0522
30000 6059.93 12.8916 22.3289 21.0519
31000 6067.98 12.8973 22.3388 21.0612
32000 6069.13 12.8981 22.3402 21.0626
33000 6074.63 12.902 22.3469 21.0689
34000 6070.29 12.8989 22.3416 21.0639
35000 6074.46 12.9019 22.3467 21.0687
36000 6067.25 12.8968 22.3379 21.0604
37000 6063.15 12.8939 22.3328 21.0556
38000 6068.96 12.898 22.34 21.0624
39000 6066.73 12.8964 22.3372 21.0598
40000 6063.91 12.8944 22.3338 21.0565
41000 6062.75 12.8936 22.3324 21.0552
42000 6067.78 12.8972 22.3386 21.061
43000 6061.45 12.8927 22.3308 21.0537
44000 6065.1 12.8953 22.3353 21.0579
45000 6069.97 12.8987 22.3413 21.0635
46000 6063.17 12.8939 22.3329 21.0557
47000 6064.48 12.8948 22.3345 21.0572
48000 6063.64 12.8943 22.3335 21.0562
49000 6060.03 12.8917 22.329 21.052
50000 6055.82 12.8887 22.3239 21.0472
