# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.07683
2000 -4.077
3000 -4.07778
4000 -4.07765
5000 -4.07764
6000 -4.07766
7000 -4.07784
8000 -4.07796
9000 -4.07785
10000 -4.07799
11000 -4.07801
12000 -4.07783
13000 -4.07806
14000 -4.07812
15000 -4.07807
16000 -4.07795
17000 -4.07815
18000 -4.07821
19000 -4.07849
20000 -4.07856
21000 -4.0788
22000 -4.07872
23000 -4.07874
24000 -4.07879
25000 -4.07861
26000 -4.07865
27000 -4.07865
28000 -4.07873
29000 -4.07864
30000 -4.07885
31000 -4.07885
32000 -4.07861
33000 -4.07865
34000 -4.07863
35000 -4.07898
36000 -4.07901
37000 -4.07921
38000 -4.0793
39000 -4.07933
40000 -4.0794
41000 -4.07932
42000 -4.07928
43000 -4.07927
44000 -4.07905
45000 -4.07935
46000 -4.07929
47000 -4.07937
48000 -4.07929
49000 -4.07946
50000 -4.07934
