# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.01112
2000 -4.01373
3000 -4.01529
4000 -4.01545
5000 -4.01919
6000 -4.0235
7000 -4.02847
8000 -4.0309
9000 -4.03031
10000 -4.03108
11000 -4.03029
12000 -4.03231
13000 -4.03318
14000 -4.0327
15000 -4.03241
16000 -4.03273
17000 -4.03304
18000 -4.03391
19000 -4.03321
20000 -4.03352
21000 -4.03453
22000 -4.03463
23000 -4.03539
24000 -4.03752
25000 -4.03722
26000 -4.03837
27000 -4.03818
28000 -4.03901
29000 -4.04016
30000 -4.03969
31000 -4.04142
32000 -4.04243
33000 -4.04144
34000 -4.04152
35000 -4.04219
36000 -4.04199
37000 -4.04317
38000 -4.0424
39000 -4.04152
40000 -4.04174
41000 -4.04371
42000 -4.04294
43000 -4.04407
44000 -4.04317
45000 -4.04367
46000 -4.04603
47000 -4.04681
48000 -4.04647
49000 -4.04901
50000 -4.04996
