# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 6004.31 12.852 22.2604 20.9873
2000 6007.57 12.8544 22.2644 20.9911
3000 6015.32 12.8599 22.274 21.0001
4000 6019.79 12.8631 22.2795 21.0053
5000 6011.01 12.8568 22.2686 20.995
6000 6001.84 12.8503 22.2573 20.9844
7000 6002.9 12.851 22.2587 20.9857
8000 6007.55 12.8544 22.2644 20.9911
9000 5999.87 12.8489 22.2549 20.9821
10000 6002.53 12.8508 22.2582 20.9852
11000 6008.27 12.8548 22.2652 20.9918
12000 6003.1 12.8512 22.2589 20.9859
13000 6004.16 12.8519 22.2602 20.9871
14000 6005.39 12.8528 22.2617 20.9886
15000 6005.37 12.8528 22.2617 20.9885
16000 6004.64 12.8523 22.2608 20.9877
17000 6001.63 12.8501 22.257 20.9841
18000 6008.23 12.8548 22.2652 20.9919
19000 6003.68 12.8516 22.2596 20.9866
20000 6022.53 12.865 22.2828 21.0084
21000 6014.48 12.8593 22.2729 20.9991
22000 6006.86 12.8539 22.2635 20.9903
23000 6010.56 12.8565 22.2681 20.9946
24000 6003.78 12.8517 22.2597 20.9867
25000 6011.06 12.8568 22.2687 20.9951
26000 6009.62 12.8558 22.267 20.9935
27000 6008.73 12.8552 22.2658 20.9924
28000 6011.98 12.8575 22.2699 20.9962
29000 6008.65 12.8551 22.2657 20.9923
30000 6011.87 12.8574 22.2697 20.9961
31000 6018.49 12.8621 22.2779 21.0038
32000 6020.09 12.8633 22.2799 21.0056
33000 6018.52 12.8622 22.2779 21.0038
34000 6021.58 12.8643 22.2817 21.0074
35000 6017.77 12.8616 22.277 21.003
36000 6022.94 12.8653 22.2834 21.009
37000 6015.62 12.8601 22.2744 21.0005
38000 6018.99 12.8625 22.2785 21.0044
39000 6026.01 12.8675 22.2872 21.0126
40000 6026.69 12.868 22.288 21.0133
41000 6019.53 12.8629 22.2792 21.005
42000 6028.53 12.8693 22.2903 21.0155
43000 6020.64 12.8637 22.2805 21.0063
44000 6018.27 12.862 22.2776 21.0035
45000 6024.2 12.8662 22.285 21.0105
46000 6026.1 12.8675 22.2872 21.0126
47000 6033.02 12.8725 22.2958 21.0207
48000 6034.91 12.8738 22.2981 21.0229
49000 6027.83 12.8688 22.2894 21.0147
50000 6028.88 12.8696 22.2907 21.0159
