# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 11142.8 22.3356 22.3356 22.3356
2000 11141.8 22.3349 22.3349 22.3349
3000 11140.8 22.3343 22.3343 22.3343
4000 11142 22.3351 22.3351 22.3351
5000 11144.3 22.3366 22.3366 22.3366
6000 11143.4 22.336 22.336 22.336
7000 11146.9 22.3383 22.3383 22.3383
8000 11145 22.3371 22.3371 22.3371
9000 11146.4 22.338 22.338 22.338
10000 11141.9 22.335 22.335 22.335
11000 11142.4 22.3354 22.3354 22.3354
12000 11145.4 22.3374 22.3374 22.3374
13000 11142 22.3351 22.3351 22.3351
14000 11144.5 22.3368 22.3368 22.3368
15000 11143.2 22.3359 22.3359 22.3359
16000 11142.3 22.3353 22.3353 22.3353
17000 11144.6 22.3368 22.3368 22.3368
18000 11144.4 22.3367 22.3367 22.3367
19000 11142.7 22.3356 22.3356 22.3356
20000 11144.3 22.3366 22.3366 22.3366
21000 11145.3 22.3373 22.3373 22.3373
22000 11146.3 22.338 22.338 22.338
23000 11144.6 22.3368 22.3368 22.3368
24000 11145.5 22.3374 22.3374 22.3374
25000 11145.5 22.3374 22.3374 22.3374
26000 11145.6 22.3375 22.3375 22.3375
27000 11146.5 22.3381 22.3381 22.3381
28000 11144.1 22.3365 22.3365 22.3365
29000 11145.9 22.3377 22.3377 22.3377
30000 11144.7 22.3369 22.3369 22.3369
31000 11145.4 22.3374 22.3374 22.3374
32000 11147.2 22.3386 22.3386 22.3386
33000 11144.8 22.337 22.337 22.337
34000 11146.1 22.3378 22.3378 22.3378
35000 11145.1 22.3372 22.3372 22.3372
36000 11148.3 22.3393 22.3393 22.3393
37000 11148 22.3391 22.3391 22.3391
38000 11145.2 22.3372 22.3372 22.3372
39000 11144.1 22.3365 22.3365 22.3365
40000 11146.5 22.3381 22.3381 22.3381
41000 11144.6 22.3368 22.3368 22.3368
42000 11145.6 22.3375 22.3375 22.3375
43000 11144.8 22.3369 22.3369 22.3369
44000 11148.3 22.3393 22.3393 22.3393
45000 11145.3 22.3373 22.3373 22.3373
46000 11143.7 22.3362 22.3362 22.3362
47000 11146.8 22.3383 22.3383 22.3383
48000 11147.7 22.3389 22.3389 22.3389
49000 11147.1 22.3385 22.3385 22.3385
50000 11145.2 22.3372 22.3372 22.3372
