# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.0098
2000 -4.01038
3000 -4.01038
4000 -4.01122
5000 -4.01065
6000 -4.01105
7000 -4.01178
8000 -4.01205
9000 -4.01142
10000 -4.01149
11000 -4.01153
12000 -4.01238
13000 -4.01166
14000 -4.0118
15000 -4.01149
16000 -4.01246
17000 -4.01262
18000 -4.01194
19000 -4.01244
20000 -4.01209
21000 -4.01267
22000 -4.01236
23000 -4.01245
24000 -4.01333
25000 -4.01327
26000 -4.01239
27000 -4.01223
28000 -4.01254
29000 -4.01379
30000 -4.0138
31000 -4.0131
32000 -4.01337
33000 -4.0125
34000 -4.01354
35000 -4.01329
36000 -4.01392
37000 -4.01514
38000 -4.01374
39000 -4.0146
40000 -4.01535
41000 -4.01516
42000 -4.01522
43000 -4.01488
44000 -4.01557
45000 -4.01665
46000 -4.01525
47000 -4.01551
48000 -4.01511
49000 -4.01419
50000 -4.01571
