# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.98491
2000 -3.98422
3000 -3.98431
4000 -3.98389
5000 -3.98413
6000 -3.98496
7000 -3.98712
8000 -3.98783
9000 -3.99016
10000 -3.99203
11000 -3.99274
12000 -3.9917
13000 -3.9927
14000 -3.99418
15000 -3.99449
16000 -3.99361
17000 -3.99326
18000 -3.99429
19000 -3.99377
20000 -3.9946
21000 -3.99478
22000 -3.99644
23000 -3.99597
24000 -3.99565
25000 -3.99481
26000 -3.99605
27000 -3.99734
28000 -3.99875
29000 -3.99969
30000 -3.99897
31000 -3.99967
32000 -3.99993
33000 -3.99919
34000 -4.00016
35000 -4.00001
36000 -4.00071
37000 -4.00125
38000 -4.00117
39000 -4.00181
40000 -4.00158
41000 -4.00124
42000 -4.00161
43000 -4.00158
44000 -4.00028
45000 -4.00151
46000 -4.00287
47000 -4.0023
48000 -4.00256
49000 -4.00159
50000 -4.00219
