# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.01898
2000 -4.01737
3000 -4.01838
4000 -4.01758
5000 -4.01825
6000 -4.01847
7000 -4.02107
8000 -4.01931
9000 -4.02032
10000 -4.01727
11000 -4.0182
12000 -4.01746
13000 -4.01803
14000 -4.01811
15000 -4.01755
16000 -4.01901
17000 -4.01905
18000 -4.01847
19000 -4.01926
20000 -4.01907
21000 -4.01749
22000 -4.01916
23000 -4.01861
24000 -4.01892
25000 -4.0192
26000 -4.01911
27000 -4.02018
28000 -4.01764
29000 -4.01907
30000 -4.0198
31000 -4.02045
32000 -4.0191
33000 -4.01906
34000 -4.02028
35000 -4.01909
36000 -4.01894
37000 -4.01698
38000 -4.01854
39000 -4.01768
40000 -4.01788
41000 -4.01827
42000 -4.02101
43000 -4.01941
44000 -4.02245
45000 -4.02155
46000 -4.023
47000 -4.02199
48000 -4.0224
49000 -4.02267
50000 -4.02245
