# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.00915
2000 -4.00683
3000 -4.00915
4000 -4.00981
5000 -4.01135
6000 -4.01066
7000 -4.01007
8000 -4.01132
9000 -4.01129
10000 -4.01159
11000 -4.01237
12000 -4.01276
13000 -4.01186
14000 -4.01227
15000 -4.01359
16000 -4.01329
17000 -4.01185
18000 -4.01411
19000 -4.01289
20000 -4.01165
21000 -4.01235
22000 -4.01232
23000 -4.01314
24000 -4.01387
25000 -4.01426
26000 -4.01402
27000 -4.01482
28000 -4.01275
29000 -4.01377
30000 -4.01375
31000 -4.01499
32000 -4.01533
33000 -4.01596
34000 -4.0155
35000 -4.01569
36000 -4.01408
37000 -4.01605
38000 -4.01748
39000 -4.01727
40000 -4.01786
41000 -4.01886
42000 -4.02067
43000 -4.02088
44000 -4.02148
45000 -4.01986
46000 -4.02072
47000 -4.01945
48000 -4.01996
49000 -4.02214
50000 -4.02238
