# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 9327.95 21.0505 21.0505 21.0505
2000 9328.4 21.0508 21.0508 21.0508
3000 9329.48 21.0516 21.0516 21.0516
4000 9329.69 21.0518 21.0518 21.0518
5000 9333.79 21.0549 21.0549 21.0549
6000 9333.19 21.0544 21.0544 21.0544
7000 9332.95 21.0542 21.0542 21.0542
8000 9331.22 21.0529 21.0529 21.0529
9000 9337.19 21.0574 21.0574 21.0574
10000 9335.74 21.0563 21.0563 21.0563
11000 9334.58 21.0555 21.0555 21.0555
12000 9329.45 21.0516 21.0516 21.0516
13000 9333.86 21.0549 21.0549 21.0549
14000 9330.13 21.0521 21.0521 21.0521
15000 9335.28 21.056 21.056 21.056
16000 9337.68 21.0578 21.0578 21.0578
17000 9338.41 21.0583 21.0583 21.0583
18000 9330.73 21.0526 21.0526 21.0526
19000 9332.46 21.0539 21.0539 21.0539
20000 9336.66 21.057 21.057 21.057
21000 9332.13 21.0536 21.0536 21.0536
22000 9336.31 21.0568 21.0568 21.0568
23000 9336.32 21.0568 21.0568 21.0568
24000 9337.43 21.0576 21.0576 21.0576
25000 9335.13 21.0559 21.0559 21.0559
26000 9331.72 21.0533 21.0533 21.0533
27000 9335.34 21.056 21.056 21.056
28000 9331.84 21.0534 21.0534 21.0534
29000 9330.75 21.0526 21.0526 21.0526
30000 9334.27 21.0552 21.0552 21.0552
31000 9336.36 21.0568 21.0568 21.0568
32000 9335.3 21.056 21.056 21.056
33000 9340.77 21.0601 21.0601 21.0601
34000 9335.34 21.056 21.056 21.056
35000 9339.42 21.0591 21.0591 21.0591
36000 9338.5 21.0584 21.0584 21.0584
37000 9331.86 21.0534 21.0534 21.0534
38000 9335.87 21.0564 21.0564 21.0564
39000 9331.51 21.0532 21.0532 21.0532
40000 9336.3 21.0568 21.0568 21.0568
41000 9337.02 21.0573 21.0573 21.0573
42000 9339.21 21.0589 21.0589 21.0589
43000 9333.26 21.0545 21.0545 21.0545
44000 9338.74 21.0586 21.0586 21.0586
45000 9336.11 21.0566 21.0566 21.0566
46000 9331.97 21.0535 21.0535 21.0535
47000 9332.19 21.0537 21.0537 21.0537
48000 9330.45 21.0524 21.0524 21.0524
49000 9329.02 21.0513 21.0513 21.0513
50000 9331.25 21.053 21.053 21.053
