# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.026
2000 -4.02621
3000 -4.02636
4000 -4.02625
5000 -4.02607
6000 -4.02602
7000 -4.02609
8000 -4.02614
9000 -4.0263
10000 -4.02597
11000 -4.02604
12000 -4.02603
13000 -4.02636
14000 -4.02619
15000 -4.02618
16000 -4.02603
17000 -4.02618
18000 -4.02613
19000 -4.02611
20000 -4.02633
21000 -4.02629
22000 -4.02636
23000 -4.02626
24000 -4.0263
25000 -4.02611
26000 -4.02626
27000 -4.02616
28000 -4.0263
29000 -4.02652
30000 -4.02641
31000 -4.02613
32000 -4.02645
33000 -4.02694
34000 -4.02717
35000 -4.02709
36000 -4.02734
37000 -4.02722
38000 -4.02713
39000 -4.02709
40000 -4.02712
41000 -4.02728
42000 -4.02739
43000 -4.02726
44000 -4.02707
45000 -4.02721
46000 -4.02724
47000 -4.02702
48000 -4.02724
49000 -4.0271
50000 -4.02722
