# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 9280.21 21.0145 21.0145 21.0145
2000 9278.95 21.0136 21.0136 21.0136
3000 9279.01 21.0136 21.0136 21.0136
4000 9279.23 21.0138 21.0138 21.0138
5000 9279.67 21.0141 21.0141 21.0141
6000 9279.13 21.0137 21.0137 21.0137
7000 9278.92 21.0135 21.0135 21.0135
8000 9278.9 21.0135 21.0135 21.0135
9000 9278.67 21.0133 21.0133 21.0133
10000 9279.9 21.0143 21.0143 21.0143
11000 9281.42 21.0154 21.0154 21.0154
12000 9280.13 21.0144 21.0144 21.0144
13000 9278.97 21.0136 21.0136 21.0136
14000 9279.87 21.0143 21.0143 21.0143
15000 9279.64 21.0141 21.0141 21.0141
16000 9280.21 21.0145 21.0145 21.0145
17000 9279.9 21.0143 21.0143 21.0143
18000 9280.08 21.0144 21.0144 21.0144
19000 9280.16 21.0145 21.0145 21.0145
20000 9279.06 21.0136 21.0136 21.0136
21000 9279.43 21.0139 21.0139 21.0139
22000 9279.76 21.0142 21.0142 21.0142
23000 9280.1 21.0144 21.0144 21.0144
24000 9279.96 21.0143 21.0143 21.0143
25000 9280.22 21.0145 21.0145 21.0145
26000 9278.87 21.0135 21.0135 21.0135
27000 9280.83 21.015 21.015 21.015
28000 9279.04 21.0136 21.0136 21.0136
29000 9279.04 21.0136 21.0136 21.0136
30000 9279.7 21.0141 21.0141 21.0141
31000 9280.95 21.0151 21.0151 21.0151
32000 9278.7 21.0134 21.0134 21.0134
33000 9279.55 21.014 21.014 21.014
34000 9279.63 21.0141 21.0141 21.0141
35000 9280.25 21.0145 21.0145 21.0145
36000 9279.18 21.0137 21.0137 21.0137
37000 9279.36 21.0139 21.0139 21.0139
38000 9278.34 21.0131 21.0131 21.0131
39000 9279.78 21.0142 21.0142 21.0142
40000 9279.27 21.0138 21.0138 21.0138
41000 9279.14 21.0137 21.0137 21.0137
42000 9279.37 21.0139 21.0139 21.0139
43000 9278.95 21.0136 21.0136 21.0136
44000 9278.88 21.0135 21.0135 21.0135
45000 9279.38 21.0139 21.0139 21.0139
46000 9279.45 21.0139 21.0139 21.0139
47000 9279.9 21.0143 21.0143 21.0143
48000 9280.02 21.0144 21.0144 21.0144
49000 9279.11 21.0137 21.0137 21.0137
50000 9279.28 21.0138 21.0138 21.0138
