# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.69615
2000 -3.6956
3000 -3.6964
4000 -3.69642
5000 -3.6971
6000 -3.69666
7000 -3.69764
8000 -3.69777
9000 -3.69745
10000 -3.69665
11000 -3.69754
12000 -3.69837
13000 -3.69699
14000 -3.69712
15000 -3.69738
16000 -3.6972
17000 -3.6989
18000 -3.69924
19000 -3.69749
20000 -3.69755
21000 -3.69878
22000 -3.69893
23000 -3.69823
24000 -3.69952
25000 -3.69979
26000 -3.69887
27000 -3.69845
28000 -3.70012
29000 -3.69969
30000 -3.70169
31000 -3.70067
32000 -3.70039
33000 -3.70176
34000 -3.70262
35000 -3.70232
36000 -3.70193
37000 -3.70197
38000 -3.70148
39000 -3.70217
40000 -3.70348
41000 -3.70599
42000 -3.70677
43000 -3.70755
44000 -3.70946
45000 -3.71053
46000 -3.70995
47000 -3.71065
48000 -3.71152
49000 -3.7102
50000 -3.71166
