# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.64259
2000 -3.64287
3000 -3.64297
4000 -3.64291
5000 -3.64301
6000 -3.64271
7000 -3.64278
8000 -3.6426
9000 -3.64266
10000 -3.64252
11000 -3.64278
12000 -3.64245
13000 -3.64299
14000 -3.64305
15000 -3.64316
16000 -3.6433
17000 -3.64317
18000 -3.64321
19000 -3.64373
20000 -3.64358
21000 -3.64396
22000 -3.64362
23000 -3.64349
24000 -3.64349
25000 -3.64365
26000 -3.64614
27000 -3.65098
28000 -3.65135
29000 -3.65139
30000 -3.65146
31000 -3.65158
32000 -3.65396
33000 -3.65981
34000 -3.65967
35000 -3.65998
36000 -3.65949
37000 -3.6598
38000 -3.66078
39000 -3.66119
40000 -3.66107
41000 -3.66105
42000 -3.66147
43000 -3.6616
44000 -3.66194
45000 -3.66236
46000 -3.66247
47000 -3.66272
48000 -3.66255
49000 -3.66372
50000 -3.66453
