# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.6773
2000 -3.67758
3000 -3.67888
4000 -3.67873
5000 -3.67871
6000 -3.67875
7000 -3.67894
8000 -3.67887
9000 -3.67863
10000 -3.67891
11000 -3.67876
12000 -3.6789
13000 -3.67882
14000 -3.67919
15000 -3.67896
16000 -3.67909
17000 -3.68106
18000 -3.68178
19000 -3.68131
20000 -3.68133
21000 -3.68113
22000 -3.68151
23000 -3.68146
24000 -3.68165
25000 -3.68124
26000 -3.6815
27000 -3.68124
28000 -3.68121
29000 -3.68137
30000 -3.6812
31000 -3.68143
32000 -3.68109
33000 -3.68134
34000 -3.6814
35000 -3.68155
36000 -3.68144
37000 -3.68164
38000 -3.68159
39000 -3.68152
40000 -3.68141
41000 -3.68196
42000 -3.68155
43000 -3.68162
44000 -3.68159
45000 -3.68163
46000 -3.68171
47000 -3.68172
48000 -3.68161
49000 -3.68201
50000 -3.68183
