# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 12729.6 23.3492 23.3492 23.3492
2000 12738.1 23.3543 23.3543 23.3543
3000 12727.5 23.3479 23.3479 23.3479
4000 12735 23.3524 23.3524 23.3524
5000 12737.5 23.354 23.354 23.354
6000 12739.8 23.3553 23.3553 23.3553
7000 12732 23.3506 23.3506 23.3506
8000 12728.5 23.3485 23.3485 23.3485
9000 12736.1 23.3531 23.3531 23.3531
10000 12725.8 23.3468 23.3468 23.3468
11000 12730.5 23.3497 23.3497 23.3497
12000 12735.2 23.3526 23.3526 23.3526
13000 12733.2 23.3514 23.3514 23.3514
14000 12735.6 23.3528 23.3528 23.3528
15000 12724.1 23.3458 23.3458 23.3458
16000 12726.4 23.3472 23.3472 23.3472
17000 12729.1 23.3488 23.3488 23.3488
18000 12732.7 23.3511 23.3511 23.3511
19000 12738.5 23.3546 23.3546 23.3546
20000 12738.7 23.3547 23.3547 23.3547
21000 12740.2 23.3556 23.3556 23.3556
22000 12740.3 23.3557 23.3557 23.3557
23000 12733.1 23.3513 23.3513 23.3513
24000 12733.5 23.3515 23.3515 23.3515
25000 12738.8 23.3548 23.3548 23.3548
26000 12738.5 23.3546 23.3546 23.3546
27000 12724 23.3457 23.3457 23.3457
28000 12745.5 23.3589 23.3589 23.3589
29000 12725.3 23.3465 23.3465 23.3465
30000 12731.8 23.3505 23.3505 23.3505
31000 12729.3 23.349 23.349 23.349
32000 12731.5 23.3503 23.3503 23.3503
33000 12738 23.3543 23.3543 23.3543
34000 12731.9 23.3506 23.3506 23.3506
35000 12724.9 23.3462 23.3462 23.3462
36000 12725.7 23.3468 23.3468 23.3468
37000 12735.8 23.3529 23.3529 23.3529
38000 12733.4 23.3515 23.3515 23.3515
39000 12726.6 23.3473 23.3473 23.3473
40000 12725.1 23.3464 23.3464 23.3464
41000 12733.6 23.3516 23.3516 23.3516
42000 12734.7 23.3523 23.3523 23.3523
43000 12737.4 23.3539 23.3539 23.3539
44000 12737.5 23.354 23.354 23.354
45000 12742.7 23.3571 23.3571 23.3571
46000 12731.1 23.3501 23.3501 23.3501
47000 12728.7 23.3486 23.3486 23.3486
48000 12734.2 23.352 23.352 23.352
49000 12732.5 23.3509 23.3509 23.3509
50000 12724.5 23.3461 23.3461 23.3461
