# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 6323.46 13.0758 22.648 21.3527
2000 6328.41 13.0793 22.6539 21.3583
3000 6331.05 13.0811 22.6571 21.3613
4000 6321.9 13.0748 22.6462 21.351
5000 6324.33 13.0764 22.6491 21.3537
6000 6330.07 13.0804 22.6559 21.3602
7000 6321.54 13.0745 22.6457 21.3506
8000 6317.42 13.0717 22.6408 21.3459
9000 6316.07 13.0707 22.6392 21.3444
10000 6326.99 13.0783 22.6522 21.3567
11000 6323.4 13.0758 22.6479 21.3527
12000 6322.78 13.0754 22.6472 21.352
13000 6329.42 13.0799 22.6551 21.3594
14000 6318.71 13.0725 22.6423 21.3474
15000 6319.79 13.0733 22.6436 21.3486
16000 6311.05 13.0672 22.6331 21.3387
17000 6314.49 13.0697 22.6373 21.3427
18000 6313.89 13.0692 22.6366 21.342
19000 6323.51 13.0759 22.6481 21.3528
20000 6313.35 13.0689 22.6359 21.3414
21000 6312.77 13.0685 22.6352 21.3407
22000 6317.48 13.0717 22.6409 21.346
23000 6321.4 13.0744 22.6456 21.3504
24000 6315.91 13.0706 22.639 21.3442
25000 6313.98 13.0693 22.6367 21.3421
26000 6311.42 13.0675 22.6336 21.3392
27000 6320.14 13.0735 22.644 21.349
28000 6312.69 13.0684 22.6351 21.3406
29000 6321.8 13.0747 22.646 21.3509
30000 6302.24 13.0612 22.6226 21.3288
31000 6315.05 13.07 22.638 21.3433
32000 6314.85 13.0699 22.6377 21.343
33000 6313.88 13.0692 22.6366 21.342
34000 6305.07 13.0631 22.626 21.332
35000 6305.39 13.0634 22.6264 21.3324
36000 6315.65 13.0705 22.6387 21.344
37000 6317.3 13.0716 22.6406 21.3458
38000 6316.86 13.0713 22.6401 21.3453
39000 6312.05 13.068 22.6344 21.3399
40000 6312.35 13.0682 22.6347 21.3402
41000 6307.57 13.0649 22.629 21.3348
42000 6313.81 13.0692 22.6365 21.3419
43000 6312.46 13.0682 22.6349 21.3404
44000 6316.41 13.071 22.6396 21.3448
45000 6304.14 13.0625 22.6249 21.331
46000 6312.01 13.0679 22.6343 21.3399
47000 6304.44 13.0627 22.6253 21.3313
48000 6298.5 13.0586 22.6182 21.3246
49000 6310.43 13.0668 22.6324 21.3381
50000 6299.55 13.0593 22.6194 21.3258
