# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 12385.5 23.1369 23.1369 23.1369
2000 12382.3 23.1349 23.1349 23.1349
3000 12385.2 23.1367 23.1367 23.1367
4000 12381 23.1341 23.1341 23.1341
5000 12378.9 23.1327 23.1327 23.1327
6000 12382.2 23.1348 23.1348 23.1348
7000 12385 23.1366 23.1366 23.1366
8000 12385.9 23.1371 23.1371 23.1371
9000 12382.1 23.1348 23.1348 23.1348
10000 12381.8 23.1345 23.1345 23.1345
11000 12383.7 23.1357 23.1357 23.1357
12000 12383.5 23.1356 23.1356 23.1356
13000 12378.1 23.1322 23.1322 23.1322
14000 12375.8 23.1308 23.1308 23.1308
15000 12378.5 23.1325 23.1325 23.1325
16000 12378.8 23.1327 23.1327 23.1327
17000 12383.2 23.1354 23.1354 23.1354
18000 12381.6 23.1345 23.1345 23.1345
19000 12381.7 23.1345 23.1345 23.1345
20000 12382.8 23.1352 23.1352 23.1352
21000 12382.9 23.1353 23.1353 23.1353
22000 12376.3 23.1312 23.1312 23.1312
23000 12382 23.1347 23.1347 23.1347
24000 12383.7 23.1357 23.1357 23.1357
25000 12381.3 23.1342 23.1342 23.1342
26000 12382.6 23.1351 23.1351 23.1351
27000 12380.5 23.1337 23.1337 23.1337
28000 12382 23.1347 23.1347 23.1347
29000 12381.5 23.1343 23.1343 23.1343
30000 12382.5 23.135 23.135 23.135
31000 12379.7 23.1332 23.1332 23.1332
32000 12378.2 23.1323 23.1323 23.1323
33000 12380.4 23.1337 23.1337 23.1337
34000 12379.7 23.1332 23.1332 23.1332
35000 12377.2 23.1317 23.1317 23.1317
36000 12380 23.1334 23.1334 23.1334
37000 12376.1 23.131 23.131 23.131
38000 12380.7 23.1338 23.1338 23.1338
39000 12377.5 23.1319 23.1319 23.1319
40000 12377.8 23.1321 23.1321 23.1321
41000 12380.5 23.1338 23.1338 23.1338
42000 12381.4 23.1343 23.1343 23.1343
43000 12380.2 23.1335 23.1335 23.1335
44000 12379.1 23.1329 23.1329 23.1329
45000 12380.3 23.1336 23.1336 23.1336
46000 12380.9 23.134 23.134 23.134
47000 12384.4 23.1362 23.1362 23.1362
48000 12378.7 23.1326 23.1326 23.1326
49000 12379.2 23.1329 23.1329 23.1329
50000 12382.2 23.1348 23.1348 23.1348
