# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.70885
2000 -3.71415
3000 -3.71666
4000 -3.71849
5000 -3.71776
6000 -3.71842
7000 -3.71722
8000 -3.71773
9000 -3.71753
10000 -3.71688
11000 -3.71701
12000 -3.71612
13000 -3.71565
14000 -3.71808
15000 -3.71644
16000 -3.71635
17000 -3.71731
18000 -3.71827
19000 -3.71722
20000 -3.71842
21000 -3.71749
22000 -3.71744
23000 -3.71697
24000 -3.71628
25000 -3.71624
26000 -3.71419
27000 -3.71628
28000 -3.71537
29000 -3.71639
30000 -3.71687
31000 -3.71656
32000 -3.7159
33000 -3.71686
34000 -3.71724
35000 -3.71851
36000 -3.71708
37000 -3.72159
38000 -3.7229
39000 -3.72344
40000 -3.72432
41000 -3.72159
42000 -3.72456
43000 -3.72558
44000 -3.72395
45000 -3.72447
46000 -3.72367
47000 -3.7246
48000 -3.72547
49000 -3.72583
50000 -3.72699
