# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.70488
2000 -3.70644
3000 -3.70673
4000 -3.70598
5000 -3.70674
6000 -3.7063
7000 -3.70678
8000 -3.70707
9000 -3.70786
10000 -3.70773
11000 -3.70775
12000 -3.70744
13000 -3.70713
14000 -3.70799
15000 -3.71083
16000 -3.70987
17000 -3.7094
18000 -3.71061
19000 -3.71125
20000 -3.71056
21000 -3.71212
22000 -3.71269
23000 -3.7132
24000 -3.71242
25000 -3.71091
26000 -3.7135
27000 -3.71278
28000 -3.71392
29000 -3.71293
30000 -3.71404
31000 -3.71455
32000 -3.71483
33000 -3.717
34000 -3.71561
35000 -3.71714
36000 -3.71932
37000 -3.7189
38000 -3.71844
39000 -3.7172
40000 -3.71729
41000 -3.71766
42000 -3.72009
43000 -3.71723
44000 -3.71886
45000 -3.71856
46000 -3.71965
47000 -3.72034
48000 -3.72193
49000 -3.72131
50000 -3.72153
