# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.72946
2000 -3.73053
3000 -3.7304
4000 -3.72926
5000 -3.73071
6000 -3.73173
7000 -3.73298
8000 -3.73305
9000 -3.73175
10000 -3.72975
11000 -3.73086
12000 -3.73075
13000 -3.73127
14000 -3.73208
15000 -3.73217
16000 -3.73232
17000 -3.73197
18000 -3.73385
19000 -3.73147
20000 -3.73268
21000 -3.73244
22000 -3.73336
23000 -3.7332
24000 -3.73245
25000 -3.73329
26000 -3.73385
27000 -3.7337
28000 -3.73322
29000 -3.73496
30000 -3.73209
31000 -3.73325
32000 -3.73333
33000 -3.73606
34000 -3.73572
35000 -3.73739
36000 -3.73904
37000 -3.74054
38000 -3.74022
39000 -3.739
40000 -3.74009
41000 -3.73882
42000 -3.73889
43000 -3.73991
44000 -3.7412
45000 -3.73914
46000 -3.74261
47000 -3.74257
48000 -3.74411
49000 -3.74214
50000 -3.74261
