# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.71932
2000 -3.71947
3000 -3.7184
4000 -3.7197
5000 -3.72049
6000 -3.71986
7000 -3.72051
8000 -3.72005
9000 -3.71933
10000 -3.72024
11000 -3.72003
12000 -3.71944
13000 -3.71944
14000 -3.72024
15000 -3.72022
16000 -3.72087
17000 -3.72072
18000 -3.7208
19000 -3.72052
20000 -3.71948
21000 -3.72001
22000 -3.71995
23000 -3.72064
24000 -3.72158
25000 -3.71948
26000 -3.71962
27000 -3.72003
28000 -3.72114
29000 -3.72301
30000 -3.72281
31000 -3.72278
32000 -3.72526
33000 -3.72815
34000 -3.72843
35000 -3.72884
36000 -3.72988
37000 -3.72816
38000 -3.72943
39000 -3.72913
40000 -3.72822
41000 -3.72915
42000 -3.72864
43000 -3.72979
44000 -3.73111
45000 -3.73056
46000 -3.73208
47000 -3.73003
48000 -3.73033
49000 -3.73056
50000 -3.73124
