# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.71903
2000 -3.71872
3000 -3.71885
4000 -3.72049
5000 -3.72083
6000 -3.72042
7000 -3.71906
8000 -3.72087
9000 -3.71878
10000 -3.72171
11000 -3.72117
12000 -3.72174
13000 -3.72146
14000 -3.72346
15000 -3.72359
16000 -3.7235
17000 -3.72129
18000 -3.72137
19000 -3.72345
20000 -3.7207
21000 -3.72338
22000 -3.72601
23000 -3.72844
24000 -3.72745
25000 -3.7274
26000 -3.72999
27000 -3.72734
28000 -3.72864
29000 -3.72912
30000 -3.72939
31000 -3.72967
32000 -3.73315
33000 -3.73387
34000 -3.73364
35000 -3.73429
36000 -3.73558
37000 -3.73672
38000 -3.73317
39000 -3.7323
40000 -3.73122
41000 -3.73273
42000 -3.73432
43000 -3.73336
44000 -3.73432
45000 -3.73096
46000 -3.7296
47000 -3.73323
48000 -3.73191
49000 -3.73263
50000 -3.73275
