# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.75598
2000 -3.75635
3000 -3.75644
4000 -3.75669
5000 -3.75695
6000 -3.7572
7000 -3.75696
8000 -3.75688
9000 -3.75715
10000 -3.75714
11000 -3.75703
12000 -3.75723
13000 -3.75718
14000 -3.75728
15000 -3.75737
16000 -3.75739
17000 -3.75736
18000 -3.75737
19000 -3.75727
20000 -3.75738
21000 -3.75746
22000 -3.75765
23000 -3.75771
24000 -3.75781
25000 -3.75796
26000 -3.75816
27000 -3.75848
28000 -3.75833
29000 -3.75833
30000 -3.75818
31000 -3.75845
32000 -3.75837
33000 -3.7585
34000 -3.75865
35000 -3.75877
36000 -3.75867
37000 -3.75855
38000 -3.75867
39000 -3.75843
40000 -3.75873
41000 -3.75849
42000 -3.75869
43000 -3.75852
44000 -3.75859
45000 -3.7587
46000 -3.75848
47000 -3.75861
48000 -3.75849
49000 -3.75873
50000 -3.75869
