# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 5971.1 12.8283 22.2193 20.9486
2000 5969.03 12.8268 22.2167 20.9461
3000 5971.87 12.8289 22.2202 20.9494
4000 5968.76 12.8266 22.2164 20.9458
5000 5965.24 12.8241 22.212 20.9417
6000 5963.37 12.8228 22.2097 20.9395
7000 5972.47 12.8293 22.221 20.9501
8000 5974.25 12.8306 22.2232 20.9522
9000 5970.03 12.8275 22.2179 20.9473
10000 5972.85 12.8296 22.2215 20.9506
11000 5968.03 12.8261 22.2155 20.945
12000 5965.53 12.8243 22.2124 20.942
13000 5964.87 12.8238 22.2115 20.9412
14000 5967.79 12.8259 22.2152 20.9446
15000 5967.71 12.8259 22.2151 20.9446
16000 5968.19 12.8262 22.2156 20.9451
17000 5968.09 12.8261 22.2155 20.945
18000 5968.53 12.8265 22.2161 20.9455
19000 5966.51 12.825 22.2136 20.9432
20000 5972.56 12.8294 22.2211 20.9502
21000 5971.94 12.8289 22.2203 20.9495
22000 5971.54 12.8286 22.2198 20.9491
23000 5964.98 12.8239 22.2117 20.9414
24000 5964.3 12.8234 22.2108 20.9406
25000 5968.32 12.8263 22.2158 20.9453
26000 5962.65 12.8222 22.2088 20.9386
27000 5964.1 12.8233 22.2106 20.9403
28000 5968.89 12.8267 22.2165 20.946
29000 5958.18 12.8191 22.2032 20.9334
30000 5962.85 12.8224 22.209 20.9389
31000 5962.07 12.8218 22.2081 20.938
32000 5951.77 12.8145 22.1953 20.9259
33000 5941.21 12.8069 22.1821 20.9135
34000 5949.35 12.8127 22.1923 20.9231
35000 5942.06 12.8075 22.1832 20.9145
36000 5940.65 12.8065 22.1814 20.9129
37000 5940.84 12.8066 22.1817 20.9131
38000 5935.95 12.803 22.1755 20.9073
39000 5935.26 12.8026 22.1747 20.9065
40000 5948.17 12.8119 22.1908 20.9217
41000 5947.51 12.8114 22.19 20.9209
42000 5944.89 12.8095 22.1867 20.9179
43000 5942.65 12.8079 22.1839 20.9152
44000 5934.87 12.8023 22.1743 20.9061
45000 5949.55 12.8129 22.1925 20.9233
46000 5936.22 12.8033 22.1759 20.9077
47000 5938.61 12.805 22.1789 20.9105
48000 5936.44 12.8034 22.1762 20.9079
49000 5941.18 12.8068 22.1821 20.9135
50000 5939.14 12.8054 22.1796 20.9111
