# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.75537
2000 -3.75621
3000 -3.75496
4000 -3.75649
5000 -3.75685
6000 -3.75693
7000 -3.75666
8000 -3.75701
9000 -3.75717
10000 -3.7566
11000 -3.75678
12000 -3.75654
13000 -3.75711
14000 -3.75771
15000 -3.7578
16000 -3.7585
17000 -3.75906
18000 -3.75936
19000 -3.75879
20000 -3.75824
21000 -3.75853
22000 -3.75859
23000 -3.75851
24000 -3.7583
25000 -3.75826
26000 -3.75829
27000 -3.7591
28000 -3.75752
29000 -3.75879
30000 -3.75972
31000 -3.75901
32000 -3.75897
33000 -3.75966
34000 -3.75932
35000 -3.75966
36000 -3.76024
37000 -3.75964
38000 -3.76008
39000 -3.76052
40000 -3.7609
41000 -3.76142
42000 -3.76159
43000 -3.76148
44000 -3.76176
45000 -3.7619
46000 -3.76247
47000 -3.76225
48000 -3.76252
49000 -3.76225
50000 -3.76249
