# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.68959
2000 -3.68948
3000 -3.6893
4000 -3.68953
5000 -3.68924
6000 -3.68952
7000 -3.6894
8000 -3.68927
9000 -3.6895
10000 -3.6896
11000 -3.68967
12000 -3.68966
13000 -3.68954
14000 -3.68934
15000 -3.68932
16000 -3.68949
17000 -3.68959
18000 -3.68941
19000 -3.68941
20000 -3.68951
21000 -3.68964
22000 -3.68971
23000 -3.68978
24000 -3.68965
25000 -3.68928
26000 -3.68935
27000 -3.68938
28000 -3.68948
29000 -3.68946
30000 -3.68977
31000 -3.68966
32000 -3.68988
33000 -3.68948
34000 -3.6894
35000 -3.68934
36000 -3.6895
37000 -3.68955
38000 -3.68943
39000 -3.68958
40000 -3.68957
41000 -3.68976
42000 -3.68982
43000 -3.68951
44000 -3.68975
45000 -3.6898
46000 -3.68979
47000 -3.68977
48000 -3.68957
49000 -3.68948
50000 -3.69065
