# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 11304.5 22.4432 22.4432 22.4432
2000 11296.8 22.4381 22.4381 22.4381
3000 11293.9 22.4362 22.4362 22.4362
4000 11294.1 22.4363 22.4363 22.4363
5000 11293.3 22.4357 22.4357 22.4357
6000 11292.2 22.435 22.435 22.435
7000 11292.4 22.4351 22.4351 22.4351
8000 11292.8 22.4354 22.4354 22.4354
9000 11291.1 22.4343 22.4343 22.4343
10000 11296.4 22.4378 22.4378 22.4378
11000 11295.4 22.4371 22.4371 22.4371
12000 11291.8 22.4347 22.4347 22.4347
13000 11298 22.4389 22.4389 22.4389
14000 11294.1 22.4363 22.4363 22.4363
15000 11293.9 22.4361 22.4361 22.4361
16000 11293.3 22.4358 22.4358 22.4358
17000 11292.8 22.4354 22.4354 22.4354
18000 11295 22.4369 22.4369 22.4369
19000 11294.7 22.4367 22.4367 22.4367
20000 11292.8 22.4354 22.4354 22.4354
21000 11292.5 22.4352 22.4352 22.4352
22000 11291.7 22.4347 22.4347 22.4347
23000 11289.6 22.4333 22.4333 22.4333
24000 11290.5 22.4339 22.4339 22.4339
25000 11294.3 22.4364 22.4364 22.4364
26000 11288.9 22.4328 22.4328 22.4328
27000 11289.6 22.4333 22.4333 22.4333
28000 11287.8 22.4321 22.4321 22.4321
29000 11289.4 22.4331 22.4331 22.4331
30000 11288.8 22.4327 22.4327 22.4327
31000 11287.4 22.4318 22.4318 22.4318
32000 11286.2 22.431 22.431 22.431
33000 11284.9 22.4302 22.4302 22.4302
34000 11285.2 22.4304 22.4304 22.4304
35000 11287.5 22.4319 22.4319 22.4319
36000 11285.1 22.4303 22.4303 22.4303
37000 11288.7 22.4327 22.4327 22.4327
38000 11286.6 22.4313 22.4313 22.4313
39000 11290.8 22.4341 22.4341 22.4341
40000 11289.1 22.433 22.433 22.433
41000 11289.1 22.4329 22.4329 22.4329
42000 11285.7 22.4307 22.4307 22.4307
43000 11292.3 22.4351 22.4351 22.4351
44000 11288.6 22.4326 22.4326 22.4326
45000 11289.5 22.4332 22.4332 22.4332
46000 11290.5 22.4339 22.4339 22.4339
47000 11288.2 22.4323 22.4323 22.4323
48000 11290.1 22.4336 22.4336 22.4336
49000 11290.2 22.4337 22.4337 22.4337
50000 11291.5 22.4345 22.4345 22.4345
