# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 11470.2 22.5523 22.5523 22.5523
2000 11465.5 22.5492 22.5492 22.5492
3000 11472 22.5534 22.5534 22.5534
4000 11469.9 22.5521 22.5521 22.5521
5000 11467.9 22.5508 22.5508 22.5508
6000 11463.1 22.5476 22.5476 22.5476
7000 11459.4 22.5452 22.5452 22.5452
8000 11461.7 22.5467 22.5467 22.5467
9000 11463.1 22.5476 22.5476 22.5476
10000 11472.2 22.5536 22.5536 22.5536
11000 11469 22.5514 22.5514 22.5514
12000 11462.2 22.547 22.547 22.547
13000 11459 22.545 22.545 22.545
14000 11460.8 22.5461 22.5461 22.5461
15000 11465.2 22.549 22.549 22.549
16000 11467.2 22.5503 22.5503 22.5503
17000 11461.2 22.5463 22.5463 22.5463
18000 11458 22.5443 22.5443 22.5443
19000 11469.3 22.5516 22.5516 22.5516
20000 11474.6 22.5551 22.5551 22.5551
21000 11476 22.5561 22.5561 22.5561
22000 11476.8 22.5566 22.5566 22.5566
23000 11478.7 22.5578 22.5578 22.5578
24000 11475.1 22.5555 22.5555 22.5555
25000 11468.2 22.5509 22.5509 22.5509
26000 11464.2 22.5484 22.5484 22.5484
27000 11457.7 22.5441 22.5441 22.5441
28000 11460 22.5456 22.5456 22.5456
29000 11460.4 22.5458 22.5458 22.5458
30000 11460.7 22.546 22.546 22.546
31000 11474.8 22.5553 22.5553 22.5553
32000 11462.4 22.5471 22.5471 22.5471
33000 11470.1 22.5522 22.5522 22.5522
34000 11468.1 22.5509 22.5509 22.5509
35000 11452.9 22.5409 22.5409 22.5409
36000 11446.8 22.5369 22.5369 22.5369
37000 11470.9 22.5527 22.5527 22.5527
38000 11478.5 22.5577 22.5577 22.5577
39000 11472 22.5535 22.5535 22.5535
40000 11469.1 22.5515 22.5515 22.5515
41000 11453.1 22.5411 22.5411 22.5411
42000 11458.8 22.5448 22.5448 22.5448
43000 11447.5 22.5374 22.5374 22.5374
44000 11448.3 22.5379 22.5379 22.5379
45000 11446.6 22.5368 22.5368 22.5368
46000 11448.7 22.5381 22.5381 22.5381
47000 11443.1 22.5345 22.5345 22.5345
48000 11437.6 22.5309 22.5309 22.5309
49000 11444 22.5351 22.5351 22.5351
50000 11452.8 22.5409 22.5409 22.5409
